Transcript stable ID,Schizosaccharomyces pombe gene stable ID,Saccharomyces cerevisiae gene stable ID,Saccharomyces cerevisiae homology type,Schizosaccharomyces pombe homology type
FGRAMPH1_01T03195,SPOM_SPCC16C4.15,YEL050C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03217,SPOM_SPBC119.13C,YGR091W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03219,SPOM_SPBC31F10.11C,YLR117C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03233,SPOM_SPBC543.04,YHL023C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03255,SPOM_SPAPJ760.02C,YCR088W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03263,SPOM_SPBC12C2.08,YLL001W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03271,SPOM_SPBC428.01C,YDL116W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03281,SPOM_SPAPB2B4.05,YKL080W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03283,SPOM_SPAC1782.11,YKL001C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03289,SPOM_SPAC589.03C,YDR060W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03291,SPOM_SPBC24C6.03,YER087W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03293,SPOM_SPBC215.02,YML094W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03299,SPOM_SPBP22H7.07,YPL151C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03301,SPOM_SPAC6C3.08,YGR232W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03315,SPOM_SPAC3H1.04C,YHR194W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03317,SPOM_SPAC2C4.11C,YOR145C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03327,SPOM_SPCC1235.15,YOR245C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03337,SPOM_SPAC3G9.07C,YGL194C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03339,SPOM_SPAC1071.05,YIL110W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03343,SPOM_SPBP23A10.03C,YDR511W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03345,SPOM_SPAC2G11.11C,YKL078W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03353,SPOM_SPCC4B3.05C,YDR047W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03359,SPOM_SPAC25G10.05C,YER055C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03379,SPOM_SPAC227.07C,YGL190C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03381,SPOM_SPBC1734.09,YEL004W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03383,SPOM_SPBC106.04,YML035C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03385,SPOM_SPAC16E8.01,YBL007C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03389,SPOM_SPBC11B10.03,YML071C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03391,SPOM_SPAC823.10C,YDL119C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03401,SPOM_SPBC3E7.14,YPR182W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03411,SPOM_SPAC6F6.03C,YNR053C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03421,SPOM_SPBC1306.01C,YLR069C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03423,SPOM_SPAC31G5.04,YIL094C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03427,SPOM_SPCC736.10C,YMR158W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03433,SPOM_SPBC3E7.10,YLR244C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03437,SPOM_SPBC6B1.10,YDR364C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03483,SPOM_SPBC428.11,YLR303W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03495,SPOM_SPBC83.13,YMR241W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03523,SPOM_SPAPB1E7.07,YDL171C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03529,SPOM_SPAC23C4.13,YIL004C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03537,SPOM_SPAC26H5.04,YIL017C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03549,SPOM_SPAC26H5.05,YCR051W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03559,SPOM_SPBC1A4.07C,YLL011W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03561,SPOM_SPCC1442.10C,YIL021W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03565,SPOM_SPCC736.03C,YPR047W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03571,SPOM_SPAC6B12.06C,YNL213C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03581,SPOM_SPBC19G7.13,YPL128C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03595,SPOM_SPCC1739.12,YDL047W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03597,SPOM_SPAC4G8.06C,YML005W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03599,SPOM_SPCC613.03,YLR250W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03607,SPOM_SPAC15A10.04C,YGR211W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03611,SPOM_SPBC2D10.03C,YCR090C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03615,SPOM_SPAPB1E7.05,YPL110C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03623,SPOM_SPCC965.04C,YPR024W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03635,SPOM_SPCC613.09,YPL083C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03657,SPOM_SPAC3A12.04C,YHR062C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03669,SPOM_SPAC4F8.13C,YPL242C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03671,SPOM_SPAC12G12.15,YFR048W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03681,SPOM_SPAC23G3.05C,YOR301W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03685,SPOM_SPCC1259.15C,YOR339C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03693,SPOM_SPCC4B3.01,YOR251C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03695,SPOM_SPCC576.08C,YGL123W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03715,SPOM_SPAC1B3.08,YJR084W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03721,SPOM_SPAC4A8.12C,YKL193C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03761,SPOM_SPAC644.17C,YGR220C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03785,SPOM_SPAC15E1.06,YHR012W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03799,SPOM_SPAC343.11C,YER169W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03803,SPOM_SPAC6B12.04C,YJL060W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03817,SPOM_SPAC20H4.10,YDL190C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03819,SPOM_SPBC1198.02,YNL141W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03833,SPOM_SPCC777.09C,YOL140W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03841,SPOM_SPAC4D7.09,YOR260W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03911,SPOM_SPBC800.08,YNL062C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03913,SPOM_SPBC1778.08C,YLR370C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03923,SPOM_SPAC26F1.10C,YER075C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03925,SPOM_SPBC23G7.12C,YGL048C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03927,SPOM_SPAC521.04C,YNL321W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03939,SPOM_SPAC823.12,YMR231W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03957,SPOM_SPBC17A3.05C,YMR161W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03961,SPOM_SPAC1751.02C,YNR037C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03963,SPOM_SPBC21H7.02,YDR167W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03965,SPOM_SPBP8B7.22,YBL040C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T03973,SPOM_SPBC11B10.10C,YOL012C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04001,SPOM_SPBC11B10.01,YGL065C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04009,SPOM_SPBC17A3.09C,YJL046W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04011,SPOM_SPCC1223.14,YGL148W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04019,SPOM_SPCC970.08,YDR017C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04029,SPOM_SPAC5D6.06C,YBR070C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04037,SPOM_SPAC6F12.16C,YJL050W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04053,SPOM_SPBC1773.01,YMR029C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04055,SPOM_SPBC649.03,YMR201C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04133,SPOM_SPAC13C5.07,YMR224C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04449,SPOM_SPBC17D11.06,YKL045W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04457,SPOM_SPBC337.04,YKL116C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04485,SPOM_SPCC285.10C,YMR171C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04495,SPOM_SPBC1778.07,YNL092W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04529,SPOM_SPBC2D10.10C,YDL014W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04537,SPOM_SPCC364.04C,YKL179C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04551,SPOM_SPBC17D11.02C,YOL013C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04557,SPOM_SPCC5E4.05C,YKL094W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04569,SPOM_SPAC823.05C,YOL018C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04575,SPOM_SPCP1E11.06,YPR029C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04585,SPOM_SPBC337.07C,YHR132C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04589,SPOM_SPCC320.10,YPL210C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04595,SPOM_SPAC458.07,YKL028W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04601,SPOM_SPCC16C4.12,YPR131C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04609,SPOM_SPBC776.05,YGR149W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04611,SPOM_SPBC29A10.04,YFL008W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04631,SPOM_SPCC31H12.07,YPR181C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04635,SPOM_SPBC106.20,YJL085W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04637,SPOM_SPCC1682.02C,YEL032W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04639,SPOM_SPAC16C9.01C,YCR019W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04643,SPOM_SPCC306.09C,YNL138W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04647,SPOM_SPAC23H3.10,YJL176C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04651,SPOM_SPBC3B8.01C,YDR376W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04655,SPOM_SPAC19G12.02C,YNL082W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04657,SPOM_SPAC824.02,YFL025C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04661,SPOM_SPAPB1A10.07C,YDR105C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04663,SPOM_SPCC11E10.01,YGL184C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04665,SPOM_SPCC24B10.10C,YGR028W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04669,SPOM_SPBC839.08C,YKL165C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04677,SPOM_SPAPB1A10.15,YLR242C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04683,SPOM_SPBC725.14,YJL071W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04695,SPOM_SPAC644.13C,YGL198W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04705,SPOM_SPAC19A8.08,YHR077C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04711,SPOM_SPAC56F8.03,YAL035W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04715,SPOM_SPBC651.03C,YFL027C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04743,SPOM_SPCC14G10.02,YKL014C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04753,SPOM_SPAC57A10.10C,YDL051W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04793,SPOM_SPAC9.02C,YDR071C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04885,SPOM_SPAC19B12.02C,YMR307W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04891,SPOM_SPBC16H5.08C,YER036C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04893,SPOM_SPAC29B12.01,YGL150C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04899,SPOM_SPBC4.07C,YDL007W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04901,SPOM_SPBC2D10.20,YDR177W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04903,SPOM_SPAC16E8.17C,YOR142W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04925,SPOM_SPAC29A4.20,YPL086C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04959,SPOM_SPAC17G8.06C,YJR016C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T04999,SPOM_SPAC323.01C,YPL188W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05013,SPOM_SPCC1919.12C,YBR074W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05015,SPOM_SPCC962.06C,YLR116W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05043,SPOM_SPBC725.09C,YCR009C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05049,SPOM_SPBC2D10.15C,YHR189W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05123,SPOM_SPBP16F5.02,YPR025C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05279,SPOM_SPBC1604.15,YHR188C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05281,SPOM_SPCC16A11.13,YDL087C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05379,SPOM_SPBC13G1.05,YER140W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05381,SPOM_SPBC14F5.03C,YER110C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05769,SPOM_SPAC7D4.07C,YCR083W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05815,SPOM_SPAC16E8.14C,YBR261C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05887,SPOM_SPAC6F12.05C,YOR143C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05889,SPOM_SPAC57A10.11C,YKL195W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05903,SPOM_SPACUNK4.07C,YEL031W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05905,SPOM_SPCC306.08C,YKL085W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05907,SPOM_SPAC1A6.01C,YKR023W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05923,SPOM_SPBC26H8.01,YGR144W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05925,SPOM_SPBC211.04C,YGL201C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05943,SPOM_SPCC162.11C,YNR012W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05947,SPOM_SPAC22F8.09,YPL146C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05951,SPOM_SPAC144.12,YOR095C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05955,SPOM_SPAC10F6.01C,YJR137C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05957,SPOM_SPBC1709.01,YBR038W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T05981,SPOM_SPAC644.08,YEL038W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06013,SPOM_SPAC13G6.05C,YOR115C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06015,SPOM_SPBC405.01,YGL234W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06021,SPOM_SPAC13G6.03,YJL062W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06023,SPOM_SPCC188.03,YDR325W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06043,SPOM_SPBC609.05,YML069W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06053,SPOM_SPBC887.15C,YDR297W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06067,SPOM_SPAC17C9.07,YOR067C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06079,SPOM_SPCC126.14,YGR006W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06085,SPOM_SPAC4F8.12C,YHR165C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06097,SPOM_SPBPB2B2.09C,YHR063C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06099,SPOM_SPCP25A2.02C,YJR035W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06105,SPOM_SPBC3B9.17,YPR067W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06107,SPOM_SPAC4A8.16C,YMR309C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06123,SPOM_SPAPB1A10.09,YOR058C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06129,SPOM_SPBC342.02,YOR168W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06141,SPOM_SPCC1183.07,YMR229C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06149,SPOM_SPAC824.05,YPL045W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06159,SPOM_SPCC553.08C,YNL163C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06201,SPOM_SPAC1687.13C,YDL216C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06215,SPOM_SPBC16D10.06,YLR130C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06225,SPOM_SPAC22A12.08C,YDL142C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06227,SPOM_SPBC30B4.06C,YGL236C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06229,SPOM_SPAC2G11.03C,YGL095C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06231,SPOM_SPBC27B12.01C,YLL006W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06233,SPOM_SPAC1687.02,YMR274C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06243,SPOM_SPBC887.01,YMR009W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06251,SPOM_SPAC22G7.01C,YLL029W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06253,SPOM_SPAC22G7.02,YGL016W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06255,SPOM_SPAC3G9.13C,YDR268W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06257,SPOM_SPBC211.01,YDR041W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06259,SPOM_SPAC3G9.15C,YLR051C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06267,SPOM_SPBC3E7.09,YOR154W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06289,SPOM_SPBC4.04C,YBL023C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06329,SPOM_SPBC887.19,YBL020W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06331,SPOM_SPBC17D1.06,YGL078C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06335,SPOM_SPBC20F10.06,YJL030W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06357,SPOM_SPAC644.18C,YKR068C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06377,SPOM_SPAC23G3.01,YOR151C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06387,SPOM_SPAC1B3.04C,YLR289W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06411,SPOM_SPBC1271.10C,YNR055C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06469,SPOM_SPBC1711.07,YMR131C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06485,SPOM_SPAC29A4.08C,YLL036C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06503,SPOM_SPAC1296.02,YGL187C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06511,SPOM_SPBC9B6.06,YNL284C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06545,SPOM_SPBC839.03C,YLR128W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06569,SPOM_SPBC9B6.05C,YLR438C-A,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06595,SPOM_SPBC11G11.06C,YOR159C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06609,SPOM_SPCC1494.06C,YLR276C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06617,SPOM_SPCC777.13,YJL154C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06621,SPOM_SPAC25B8.01,YPL170W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06627,SPOM_SPBC14C8.02,YIL022W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06641,SPOM_SPCC965.11C,YFL055W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06645,SPOM_SPAC644.07,YDR375C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06647,SPOM_SPBC19C2.07,YKL060C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06657,SPOM_SPCC338.07C,YDL040C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06673,SPOM_SPBC146.14C,YDR238C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06679,SPOM_SPBC16D10.02,YOL124C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06687,SPOM_SPAC17G8.01C,YJL087C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06691,SPOM_SPAC3A11.12C,YOR117W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06695,SPOM_SPBC4F6.13C,YMR049C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06699,SPOM_SPBC651.08C,YOR116C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06701,SPOM_SPAC20G8.02,YOR022C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06705,SPOM_SPBC1778.06C,YDR129C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06711,SPOM_SPAPB17E12.12C,YPR011C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06721,SPOM_SPAC6B12.15,YMR116C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06729,SPOM_SPAC18G6.05C,YGL195W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06741,SPOM_SPCC1739.02C,YNL177C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06767,SPOM_SPBP8B7.23,YLR427W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06775,SPOM_SPAC1142.06,YDL100C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06785,SPOM_SPBC1683.11C,YER065C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06787,SPOM_SPCC74.03C,YDR477W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06791,SPOM_SPBP8B7.14C,YPR175W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06799,SPOM_SPAC1D4.13,YDL159W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06813,SPOM_SPBC887.18C,YPL254W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06815,SPOM_SPBC428.20C,YNL126W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06831,SPOM_SPAC2F7.16C,YKR031C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06833,SPOM_SPBC337.15C,YOR125C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06837,SPOM_SPAC4D7.02C,YPL206C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06847,SPOM_SPBC428.15,YGR210C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06857,SPOM_SPAC19A8.07C,YNL075W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06859,SPOM_SPAC16C9.06C,YMR080C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06869,SPOM_SPAC30D11.13,YDL064W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06871,SPOM_SPAC17C9.14,YDL065C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06875,SPOM_SPBC15C4.02,YLR253W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06911,SPOM_SPBC21B10.04C,YER072W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06919,SPOM_SPAC9G1.05,YMR092C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06923,SPOM_SPAC2F7.15,YDR175C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06929,SPOM_SPAC2F7.14C,YHR069C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06933,SPOM_SPBC651.11C,YBR288C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06955,SPOM_SPBC106.07C,YGR147C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06981,SPOM_SPAC23H4.01C,YHR073W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06987,SPOM_SPBC418.01C,YBR248C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T06999,SPOM_SPAC694.04C,YER156C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T07003,SPOM_SPAC22F3.10C,YJL101C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T07021,SPOM_SPBC32F12.04,YLR212C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T07041,SPOM_SPAC607.03C,YEL026W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T07043,SPOM_SPAC1B3.14,YEL027W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T07045,SPOM_SPAC20G4.07C,YGL012W,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T07051,SPOM_SPCC1827.02C,YGR202C,ortholog_one2one,ortholog_one2one
FGRAMPH1_01T07127,SPOM_SPAP27G11.06C,YLR170C,ortholog_one2one,ortholog_one2one
