Gene stable ID	Saccharomyces cerevisiae gene stable ID	Schizosaccharomyces pombe gene stable ID	Saccharomyces cerevisiae homology type	Schizosaccharomyces pombe homology type
NCU16830				
NCU08042				
NCU08043				
NCU08044	YMR226C	SPAC521.03	ortholog_one2one	ortholog_one2one
NCU08045	YGR157W	SPBC26H8.03	ortholog_one2one	ortholog_one2one
NCU08046	YDR429C	SPBC18H10.03	ortholog_one2one	ortholog_one2one
NCU08047				
NCU08048				
NCU08695				
NCU08694				
NCU16831				
NCU08693	YJR045C	SPAC664.11	ortholog_one2many	ortholog_one2one
NCU08693	YEL030W	SPAC664.11	ortholog_one2many	ortholog_one2one
NCU10927	YPL243W	SPCC1682.05c	ortholog_one2one	ortholog_one2one
NCU08692	YLR067C	SPAC8C9.06c	ortholog_one2many	ortholog_many2many
NCU08691				
NCU10457				
NCU10458				
NCU08689	YNL325C	SPAC1093.03	ortholog_one2one	ortholog_one2one
NCU08688				
NCU08687	YDR009W	SPBPB2B2.13	ortholog_one2many	ortholog_one2one
NCU08687	YBR020W	SPBPB2B2.13	ortholog_one2many	ortholog_one2one
NCU08686		SPBC32F12.07c		ortholog_one2one
NCU10273	YOR007C		ortholog_one2one	
NCU08685	YGR061C	SPAC6F12.10c	ortholog_one2one	ortholog_one2one
NCU16832				
NCU16833				
NCU08683	YNL090W	SPAC16.01	ortholog_one2one	ortholog_one2one
NCU16834				
NCU08682	YNL091W	SPAC29E6.10c	ortholog_one2one	ortholog_one2one
NCU08681				
NCU08680				
NCU08679				
NCU08678	YER007C-A	SPBC31F10.12	ortholog_one2one	ortholog_one2one
NCU08677				
NCU15636				
NCU08676				
NCU15180				
NCU08674		SPAC1093.01		ortholog_many2many
NCU08672				
NCU08671	YMR220W	SPAC343.01c	ortholog_one2one	ortholog_one2one
NCU08670				
NCU08669				
NCU08668	YNR054C	SPBC28E12.05	ortholog_one2one	ortholog_one2one
NCU08667				
NCU08666	YKL033W-A	SPAC4C5.01	ortholog_one2one	ortholog_one2many
NCU08666	YKL033W-A	SPCC1020.07	ortholog_one2one	ortholog_one2many
NCU08664				
NCU08663	YHR170W	SPAC16C9.03	ortholog_one2one	ortholog_one2one
NCU15181				
NCU08662				
NCU08661	YIL145C	SPAC5H10.08c	ortholog_one2one	ortholog_one2one
NCU08660	YBR257W	SPBC1703.01c	ortholog_one2one	ortholog_one2one
NCU11282				
NCU11283		SPAC1006.02		ortholog_one2one
NCU08658				
NCU08657				
NCU08656				
NCU08655				
NCU08654				
NCU08652				
NCU08651		SPAC1F7.11c		ortholog_one2one
NCU08650				
NCU08649				
NCU08648				
NCU08646				
NCU08645				
NCU08644				
NCU08643				
NCU07343				
NCU07342				
NCU07341				
NCU15182				
NCU07340				
NCU07339				
NCU15183				
NCU07338				
NCU15184				
NCU15637				
NCU07337				
NCU15185				
NCU15638				
NCU07336				
NCU07335				
NCU07334	YBR021W	SPAC29B12.14c	ortholog_one2many	ortholog_one2many
NCU07334	YBL042C	SPAC29B12.14c	ortholog_one2many	ortholog_one2many
NCU07334	YIR028W	SPAC29B12.14c	ortholog_one2many	ortholog_one2many
NCU07334	YBR021W	SPAC1399.03	ortholog_one2many	ortholog_one2many
NCU07334	YBL042C	SPAC1399.03	ortholog_one2many	ortholog_one2many
NCU07334	YIR028W	SPAC1399.03	ortholog_one2many	ortholog_one2many
NCU07333				
NCU07332				
NCU07331	YER127W	SPAC18B11.06	ortholog_one2one	ortholog_one2one
NCU07330	YDR107C	SPBC1105.08	ortholog_one2many	ortholog_one2one
NCU07330	YLR083C	SPBC1105.08	ortholog_one2many	ortholog_one2one
NCU07329				
NCU16844				
NCU16845	YGR227W	SPAC56F8.06c	ortholog_one2one	ortholog_one2one
NCU07327				
NCU07326				
NCU16846				
NCU07325				
NCU07324				
NCU07323				
NCU15186				
NCU07322				
NCU07321	YER134C	SPBP8B7.31	ortholog_one2one	ortholog_one2one
NCU07320				
NCU07319	YGL137W	SPBC16C6.13c	ortholog_one2one	ortholog_one2one
NCU07318				
NCU07317				
NCU07316				
NCU16848				
NCU07314				
NCU15187				
NCU15188				
NCU16851				
NCU07313	YMR078C	SPBC902.02c	ortholog_one2one	ortholog_one2one
NCU07312				
NCU07311				
NCU16852				
NCU07310				
NCU15189				
NCU07309	YDL238C	SPCC1672.03c	ortholog_one2one	ortholog_one2one
NCU07308	YPL231W	SPAC4A8.11c	ortholog_one2one	ortholog_one2one
NCU07307	YKL182W	SPAC926.09c	ortholog_one2one	ortholog_one2one
NCU07306				
NCU14101				
NCU07305				
NCU07302				
NCU16854				
NCU07301	YML097C	SPBC4F6.10	ortholog_one2one	ortholog_one2one
NCU15190				
NCU07300	YML096W	SPBC4F6.11c	ortholog_one2one	ortholog_one2one
NCU07299	YDL043C	SPBC21C3.05	ortholog_one2one	ortholog_one2one
NCU07298				
NCU07297				
NCU07296	YNL161W	SPAC821.12	ortholog_one2one	ortholog_one2one
NCU07295				
NCU07294				
NCU16856				
NCU07293	YGL215W	SPBC1D7.03	ortholog_one2one	ortholog_one2one
NCU16857				
NCU07290	YMR091C	SPCC1281.05	ortholog_one2one	ortholog_one2one
NCU07289	YPR086W	SPAC16E8.16	ortholog_one2one	ortholog_one2one
NCU07288				
NCU07287				
NCU07286	YPL170W	SPAC25B8.01	ortholog_one2one	ortholog_one2one
NCU07285				
NCU07284				
NCU07283				
NCU07282				
NCU07281	YBR196C	SPBC1604.05	ortholog_one2one	ortholog_one2one
NCU07280	YMR104C	SPCC24B10.07	ortholog_one2many	ortholog_one2one
NCU07280	YKL126W	SPCC24B10.07	ortholog_one2many	ortholog_one2one
NCU07279				
NCU07277				
NCU07276				
NCU07275				
NCU07274				
NCU07273				
NCU07272				
NCU07271				
NCU07270				
NCU07269				
NCU07268	YER132C		ortholog_many2many	
NCU07268	YGL197W		ortholog_many2many	
NCU07267				
NCU07266	YLR172C	SPCC576.14	ortholog_one2one	ortholog_one2one
NCU07265				
NCU07264		SPBC1105.09		ortholog_one2one
NCU07263	YOR100C		ortholog_one2one	
NCU07262	YDR205W	SPAC17D4.03c	ortholog_one2one	ortholog_one2one
NCU07261	YBR110W	SPAC23C4.14	ortholog_one2one	ortholog_one2one
NCU07260				
NCU07259	YDR331W	SPCC11E10.02c	ortholog_one2one	ortholog_one2one
NCU07258				
NCU07257				
NCU11346				
NCU11347				
NCU15191				
NCU07255				
NCU16859				
NCU07254				
NCU07253	YOL030W	SPBC342.03	ortholog_one2many	ortholog_many2many
NCU07253	YOL030W	SPAC11E3.13c	ortholog_one2many	ortholog_many2many
NCU07252				
NCU07250				
NCU06957				
NCU06958				
NCU06959				
NCU06960				
NCU06961				
NCU16860				
NCU16861				
NCU06963				
NCU06964				
NCU06965				
NCU06966	YGR203W	SPBC839.07	ortholog_one2one	ortholog_one2one
NCU06967				
NCU06968	YLL023C	SPBC1539.04	ortholog_one2many	ortholog_one2one
NCU06968	YLR064W	SPBC1539.04	ortholog_one2many	ortholog_one2one
NCU06969	YNL128W	SPBC609.02	ortholog_one2one	ortholog_one2one
NCU06970	YHL011C	SPCC1620.06c	ortholog_one2many	ortholog_one2one
NCU06970	YBL068W	SPCC1620.06c	ortholog_one2many	ortholog_one2one
NCU06970	YER099C	SPCC1620.06c	ortholog_one2many	ortholog_one2one
NCU15192				
NCU06971				
NCU15193				
NCU06973				
NCU15194				
NCU06974	YFR025C	SPCC1672.01	ortholog_one2one	ortholog_one2one
NCU06975				
NCU06976	YKR054C		ortholog_one2one	
NCU06977				
NCU06978				
NCU15195				
NCU06979		SPAC1296.05c		ortholog_one2one
NCU06980				
NCU15196				
NCU06981				
NCU16867				
NCU06983				
NCU06984				
NCU06985				
NCU06986	YMR266W		ortholog_one2one	
NCU06987				
NCU06988				
NCU06989				
NCU06990	YOR337W		ortholog_many2many	
NCU06991				
NCU06992	YLR007W	SPCC550.05	ortholog_one2one	ortholog_one2one
NCU06993	YLR015W	SPBC13G1.08c	ortholog_one2one	ortholog_one2one
NCU06994	YMR213W	SPAC644.12	ortholog_one2one	ortholog_one2one
NCU06995				
NCU06996				
NCU06997				
NCU06998	YLR270W	SPBP4H10.20	ortholog_one2many	ortholog_one2one
NCU06998	YOR173W	SPBP4H10.20	ortholog_one2many	ortholog_one2one
NCU06999	YHR080C	SPBC20F10.07	ortholog_one2many	ortholog_one2one
NCU06999	YDR326C	SPBC20F10.07	ortholog_one2many	ortholog_one2one
NCU15197				
NCU07000				
NCU07001	YNL277W	SPBC56F2.11	ortholog_one2one	ortholog_one2one
NCU07002	YNL139C	SPAC1D4.14	ortholog_one2one	ortholog_one2one
NCU07003				
NCU07004		SPBC11C11.04c		ortholog_one2one
NCU07005	YMR238W		ortholog_many2many	
NCU07007				
NCU07008				
NCU07009				
NCU07010	YLR410W	SPCC1672.06c	ortholog_one2one	ortholog_one2one
NCU07011	YLR409C	SPCC1672.07	ortholog_one2one	ortholog_one2one
NCU07012				
NCU07013	YDR066C	SPAC23A1.16c	ortholog_one2one	ortholog_one2one
NCU07014	YML024W	SPCC24B10.09	ortholog_one2many	ortholog_one2many
NCU07014	YDR447C	SPCC24B10.09	ortholog_one2many	ortholog_one2many
NCU07014	YML024W	SPBC839.05c	ortholog_one2many	ortholog_one2many
NCU07014	YDR447C	SPBC839.05c	ortholog_one2many	ortholog_one2many
NCU11345				
NCU07015		SPAC1687.19c		ortholog_one2one
NCU07016				
NCU07017				
NCU07018	YPL116W		ortholog_one2one	
NCU07019				
NCU07020	YOR132W	SPAPJ696.01c	ortholog_one2one	ortholog_one2one
NCU07021	YJL102W	SPBC660.10	ortholog_one2one	ortholog_one2one
NCU07022				
NCU07023	YLR114C	SPAC23H3.14	ortholog_one2one	ortholog_one2one
NCU07024	YLR113W	SPAC24B11.06c	ortholog_one2one	ortholog_one2one
NCU07027	YPR160W		ortholog_one2one	
NCU07028				
NCU15198				
NCU15199				
NCU07029	YPL123C		ortholog_one2one	
NCU07030				
NCU07031				
NCU07032				
NCU07033				
NCU07034				
NCU07035				
NCU15200				
NCU07036				
NCU07037				
NCU07038				
NCU15829				
NCU07041	YCL059C	SPBC25B2.05	ortholog_one2one	ortholog_one2one
NCU07042				
NCU15201				
NCU15202				
NCU07043				
NCU07044				
NCU07046				
NCU07047				
NCU07048				
NCU08846				
NCU08845				
NCU15203				
NCU08844				
NCU08843				
NCU16875				
NCU08842				
NCU08841				
NCU08840	YMR033W	SPAC1071.06	ortholog_one2one	ortholog_one2one
NCU08839		SPBC1709.11c		ortholog_one2many
NCU08838				
NCU08837				
NCU08836		SPBC1709.11c		ortholog_one2many
NCU08835		SPBC1709.11c		ortholog_one2many
NCU08834		SPBC1709.11c		ortholog_one2many
NCU08833				
NCU08832				
NCU08830				
NCU16876				
NCU08829				
NCU08828	YKR009C		ortholog_one2one	
NCU08827	YGR205W	SPAC630.09c	ortholog_one2one	ortholog_one2one
NCU08826				
NCU16877				
NCU08825	YGL091C	SPAC637.08	ortholog_one2one	ortholog_one2one
NCU10777	YDR063W	SPAC17H9.11	ortholog_one2one	ortholog_one2one
NCU08824				
NCU08823				
NCU08822				
NCU15204				
NCU08821				
NCU14102				
NCU08820				
NCU08818				
NCU08816				
NCU15639				
NCU08814				
NCU15640				
NCU08813				
NCU08812				
NCU15205				
NCU08811				
NCU08810		SPBC1289.09		ortholog_one2one
NCU08809				
NCU15206				
NCU15207				
NCU15641				
NCU14103				
NCU08807	YGL035C	SPBC1D7.02c	ortholog_one2many	ortholog_one2one
NCU08807	YGL209W	SPBC1D7.02c	ortholog_one2many	ortholog_one2one
NCU08806				
NCU14104				
NCU08805				
NCU15642				
NCU08804				
NCU08803				
NCU08802				
NCU08801				
NCU08800				
NCU08799				
NCU09939				
NCU09937				
NCU09935				
NCU09933				
NCU09931	YJR149W		ortholog_one2many	
NCU09930	YNL256W	SPBC1734.03	ortholog_one2one	ortholog_one2one
NCU15208				
NCU09929				
NCU09926				
NCU09924				
NCU09923				
NCU09922				
NCU09917				
NCU09915				
NCU15209				
NCU05321				
NCU05320				
NCU05319				
NCU05318				
NCU05317				
NCU05316				
NCU16888				
NCU05315				
NCU05314		SPAP32A8.03c		ortholog_one2many
NCU05313	YIL065C	SPBC11G11.01	ortholog_one2one	ortholog_one2one
NCU05312				
NCU05311				
NCU05309	YMR262W	SPAC688.13	ortholog_one2one	ortholog_one2one
NCU05308				
NCU05307				
NCU05306				
NCU05305	YBR154C	SPAC23C4.15	ortholog_one2one	ortholog_one2one
NCU05304		SPAC458.02c		ortholog_one2one
NCU05303				
NCU05302	YHR168W	SPAP8A3.11c	ortholog_one2one	ortholog_one2one
NCU05301	YBL024W	SPAC23C4.17	ortholog_one2one	ortholog_one2many
NCU05301	YBL024W	SPAC17D4.04	ortholog_one2one	ortholog_one2many
NCU05300				
NCU16889				
NCU05299				
NCU05298				
NCU05296	YHR172W	SPBC365.15	ortholog_one2one	ortholog_one2one
NCU05295	YGR253C	SPAC323.02c	ortholog_one2one	ortholog_one2one
NCU05294				
NCU05293	YDR083W	SPAC56F8.09	ortholog_one2one	ortholog_one2one
NCU05292	YER143W	SPAC56F8.08	ortholog_one2one	ortholog_one2one
NCU05291				
NCU05290	YML106W		ortholog_one2many	
NCU05290	YMR271C		ortholog_one2many	
NCU05289	YPL093W	SPBC651.01c	ortholog_one2one	ortholog_one2one
NCU05288	YER136W	SPAC22H10.12c	ortholog_one2one	ortholog_one2one
NCU05287				
NCU05286				
NCU05285				
NCU05284				
NCU14105				
NCU05282				
NCU05281				
NCU05280				
NCU05279				
NCU05278	YMR015C	SPAC19A8.04	ortholog_one2one	ortholog_one2one
NCU05277				
NCU05276		SPAC227.06		ortholog_one2one
NCU05275	YKR094C	SPAC1805.12c	ortholog_one2many	ortholog_one2many
NCU05275	YIL148W	SPAC1805.12c	ortholog_one2many	ortholog_one2many
NCU05275	YKR094C	SPAC11G7.04	ortholog_one2many	ortholog_one2many
NCU05275	YIL148W	SPAC11G7.04	ortholog_one2many	ortholog_one2many
NCU16890				
NCU05274	YJR047C	SPBC336.10c	ortholog_many2many	ortholog_many2many
NCU05274	YEL034W	SPBC336.10c	ortholog_many2many	ortholog_many2many
NCU05274	YJR047C	SPAC26H5.10c	ortholog_many2many	ortholog_many2many
NCU05274	YEL034W	SPAC26H5.10c	ortholog_many2many	ortholog_many2many
NCU05273	YDR484W	SPBC336.11	ortholog_one2one	ortholog_one2one
NCU05272	YFL027C	SPBC651.03c	ortholog_one2one	ortholog_one2one
NCU05271				
NCU05270	YAL035W	SPAC56F8.03	ortholog_one2one	ortholog_one2one
NCU05269	YPL106C	SPAC110.04c	ortholog_one2many	ortholog_one2one
NCU05269	YBR169C	SPAC110.04c	ortholog_one2many	ortholog_one2one
NCU05268				
NCU05267	YHR077C	SPAC19A8.08	ortholog_one2one	ortholog_one2one
NCU05266	YLL032C	SPBC28E12.02	ortholog_one2one	ortholog_one2one
NCU05265				
NCU05264	YER037W	SPAC24B11.05	ortholog_one2many	ortholog_one2one
NCU05264	YGL224C	SPAC24B11.05	ortholog_one2many	ortholog_one2one
NCU05263				
NCU05262				
NCU16891				
NCU05261		SPAC22F3.06c		ortholog_one2one
NCU05260				
NCU05259	YGL055W	SPCC1281.06c	ortholog_one2one	ortholog_one2one
NCU05257				
NCU05256				
NCU05255				
NCU05254	YKL181W	SPAC4A8.14	ortholog_one2one	ortholog_one2one
NCU05253				
NCU05252				
NCU05251	YJR063W	SPCC1259.03	ortholog_one2one	ortholog_one2one
NCU05250	YDR180W	SPAC31A2.05c	ortholog_one2one	ortholog_one2one
NCU16892				
NCU10101				
NCU05248				
NCU05246				
NCU15210				
NCU05245	YMR026C	SPAPB17E12.03	ortholog_one2one	ortholog_one2one
NCU05244				
NCU05243				
NCU05242				
NCU05240				
NCU05239	YBR038W	SPBC1709.01	ortholog_one2one	ortholog_one2one
NCU05238	YJR137C	SPAC10F6.01c	ortholog_one2one	ortholog_one2one
NCU05237				
NCU05236				
NCU05235	YLR009W	SPAC22E12.13c	ortholog_one2one	ortholog_one2one
NCU05234	YNL304W	SPAC4C5.02c	ortholog_many2many	ortholog_many2many
NCU05233	YPL146C	SPAC22F8.09	ortholog_one2one	ortholog_one2one
NCU05232	YJR005W	SPBC2G2.06c	ortholog_one2one	ortholog_one2one
NCU05231	YGL231C	SPCC1281.03c	ortholog_one2one	ortholog_one2one
NCU05230				
NCU05229				
NCU05228				
NCU05227	YBR173C	SPCC14G10.03c	ortholog_one2one	ortholog_one2one
NCU05226	YDR061W	SPAC323.04	ortholog_one2one	ortholog_one2one
NCU05225				
NCU05224	YNR012W	SPCC162.11c	ortholog_one2one	ortholog_one2one
NCU15643				
NCU16895				
NCU16896				
NCU05222		SPAC12B10.13		ortholog_one2one
NCU05221				
NCU05220				
NCU05219				
NCU11146	YER152C		ortholog_one2one	
NCU05218	YOR244W		ortholog_one2one	
NCU05217	YOL080C	SPBC1604.09c	ortholog_one2one	ortholog_one2one
NCU05216				
NCU16897				
NCU05214				
NCU05213	YDR108W	SPBC1734.07c	ortholog_one2one	ortholog_one2many
NCU05213	YDR108W	SPBC1604.19c	ortholog_one2one	ortholog_one2many
NCU05212				
NCU05211				
NCU05210	YCR066W	SPBC1734.06	ortholog_one2one	ortholog_one2one
NCU05208				
NCU05209				
NCU05207				
NCU16898				
NCU05206	YER020W	SPAC23H3.13c	ortholog_one2one	ortholog_one2one
NCU05204	YDL132W	SPAC17G6.12	ortholog_one2one	ortholog_one2one
NCU05203				
NCU05202				
NCU05201	YJL093C		ortholog_one2one	
NCU05200	YNL123W	SPAC23G3.12c	ortholog_one2one	ortholog_one2one
NCU05199				
NCU05198	YBR132C		ortholog_one2one	
NCU05197				
NCU05196	YFL016C	SPCC4G3.14	ortholog_one2one	ortholog_one2one
NCU05195	YJL049W		ortholog_many2many	
NCU05194	YGL201C	SPBC211.04c	ortholog_one2one	ortholog_one2one
NCU05193				
NCU05192				
NCU15211				
NCU15212				
NCU05191				
NCU05190				
NCU05189				
NCU05188				
NCU05187				
NCU05186				
NCU05185				
NCU05184				
NCU05183				
NCU16901		SPAC13G6.10c		ortholog_one2one
NCU05182				
NCU05180		SPBC15D4.01c		ortholog_one2one
NCU05179				
NCU05178				
NCU05177				
NCU05176				
NCU05175				
NCU05173				
NCU05172				
NCU05171				
NCU05170				
NCU05169	YDR256C	SPCC757.07c	ortholog_one2one	ortholog_one2one
NCU05168	YEL063C		ortholog_one2many	
NCU05168	YNL270C		ortholog_one2many	
NCU16902				
NCU16903				
NCU05166				
NCU05165				
NCU05164				
NCU05163				
NCU05162				
NCU05161		SPAPB1A11.02		ortholog_one2one
NCU05160				
NCU16904				
NCU10070				
NCU16905				
NCU10040				
NCU10039				
NCU10038				
NCU16906				
NCU10037				
NCU10129				
NCU09901		SPBC13G1.14c		ortholog_one2one
NCU09903	YPL226W	SPAC3C7.08c	ortholog_one2one	ortholog_one2one
NCU11134				
NCU09904				
NCU14001				
NCU09906				
NCU09907				
NCU09908				
NCU09909	YHL016C	SPBC23G7.13c	ortholog_one2one	ortholog_one2one
NCU09910				
NCU09911				
NCU09912	YML116W		ortholog_one2many	
NCU09912	YMR279C		ortholog_one2many	
NCU09913				
NCU09914				
NCU10501				
NCU08049				
NCU08050				
NCU08051				
NCU16303				
NCU08052	YPR192W		ortholog_one2many	
NCU08052	YLL053C		ortholog_one2many	
NCU08052	YLL052C		ortholog_one2many	
NCU08053				
NCU08054				
NCU08055				
NCU08056				
NCU08057				
NCU08058				
NCU08059				
NCU08060				
NCU08062				
NCU08063				
NCU08064	YOR086C		ortholog_many2many	
NCU08064	YNL087W		ortholog_many2many	
NCU08065				
NCU08066	YER119C	SPBC1685.07c	ortholog_one2many	ortholog_one2one
NCU08066	YBL089W	SPBC1685.07c	ortholog_one2many	ortholog_one2one
NCU10696				
NCU08067				
NCU08068				
NCU08069				
NCU08070	YNL200C	SPAC15A10.05c	ortholog_one2one	ortholog_one2one
NCU08071	YPL013C	SPBC354.06	ortholog_one2one	ortholog_one2one
NCU15001				
NCU08072				
NCU08073				
NCU08074				
NCU08075				
NCU08076				
NCU08077				
NCU08078				
NCU08079				
NCU08080				
NCU16305				
NCU08081				
NCU08083				
NCU08084				
NCU08085				
NCU08086				
NCU08087				
NCU08089				
NCU16306				
NCU08090				
NCU10622				
NCU08091				
NCU08092				
NCU08093				
NCU08094	YOR280C	SPAC22A12.06c	ortholog_one2many	ortholog_one2many
NCU08094	YHR049W	SPAC22A12.06c	ortholog_one2many	ortholog_one2many
NCU08094	YMR222C	SPAC22A12.06c	ortholog_one2many	ortholog_one2many
NCU08094	YOR280C	SPCC1223.08c	ortholog_one2many	ortholog_one2many
NCU08094	YHR049W	SPCC1223.08c	ortholog_one2many	ortholog_one2many
NCU08094	YMR222C	SPCC1223.08c	ortholog_one2many	ortholog_one2many
NCU08095				
NCU08096				
NCU16307				
NCU08097				
NCU08098				
NCU08099				
NCU08100				
NCU08101				
NCU15002				
NCU15003				
NCU08102				
NCU08103				
NCU08105				
NCU08106				
NCU08107				
NCU08109				
NCU08110	YJL012C	SPCC1322.14c	ortholog_one2one	ortholog_one2one
NCU08111	YDR465C	SPAC26A3.17c	ortholog_one2one	ortholog_one2one
NCU08112				
NCU08113				
NCU08114				
NCU08115	YCR092C	SPAC8F11.03	ortholog_one2one	ortholog_one2one
NCU08116				
NCU08117				
NCU08118	YKL197C	SPCC553.03	ortholog_one2one	ortholog_one2one
NCU08119	YBR202W	SPBC25D12.03c	ortholog_one2one	ortholog_one2one
NCU08120	YGL129C		ortholog_one2one	
NCU08121	YOR294W	SPBC29A3.16	ortholog_one2one	ortholog_one2one
NCU10647	YER155C	SPBC28E12.03	ortholog_one2one	ortholog_many2many
NCU10647	YER155C	SPAC29A4.11	ortholog_one2one	ortholog_many2many
NCU16310				
NCU07509	YPR176C	SPAC167.02	ortholog_one2one	ortholog_one2one
NCU07508				
NCU16311				
NCU07507				
NCU07506				
NCU07505				
NCU07504	YCL038C		ortholog_one2one	
NCU07503				
NCU07502				
NCU15004				
NCU07501	YBR162C	SPBP23A10.11c	ortholog_many2many	ortholog_one2many
NCU07501	YJL171C	SPBP23A10.11c	ortholog_many2many	ortholog_one2many
NCU07500	YBR162C	SPBP23A10.11c	ortholog_many2many	ortholog_one2many
NCU07500	YJL171C	SPBP23A10.11c	ortholog_many2many	ortholog_one2many
NCU07499	YBR162C	SPBP23A10.11c	ortholog_many2many	ortholog_one2many
NCU07499	YJL171C	SPBP23A10.11c	ortholog_many2many	ortholog_one2many
NCU07498	YGR258C	SPBC3E7.08c	ortholog_one2one	ortholog_one2one
NCU07497				
NCU07496				
NCU07495	YPL004C	SPAC3C7.02c	ortholog_one2many	ortholog_one2many
NCU07495	YGR086C	SPAC3C7.02c	ortholog_one2many	ortholog_one2many
NCU07495	YPL004C	SPCC736.15	ortholog_one2many	ortholog_one2many
NCU07495	YGR086C	SPCC736.15	ortholog_one2many	ortholog_one2many
NCU15005				
NCU07494				
NCU07493				
NCU07492	YPL183C	SPBC1306.02	ortholog_one2one	ortholog_one2one
NCU07491				
NCU07489	YML016C	SPAC57A7.08	ortholog_one2one	ortholog_one2one
NCU16314				
NCU15006				
NCU07487				
NCU07486				
NCU07485				
NCU07484				
NCU07483	YDR182W	SPAC630.12	ortholog_one2one	ortholog_one2one
NCU07482	YML021C	SPCC1183.06	ortholog_one2one	ortholog_one2one
NCU07481				
NCU07480				
NCU07479				
NCU07478	YGR257C	SPBP23A10.06	ortholog_one2one	ortholog_one2one
NCU07477				
NCU07476				
NCU07475				
NCU07474				
NCU07473				
NCU07472	YNR030W	SPBC1734.12c	ortholog_one2one	ortholog_one2one
NCU07471	YIL034C	SPAC631.01c	ortholog_one2one	ortholog_one2one
NCU07468				
NCU07467				
NCU07466				
NCU07465	YER053C	SPBC1703.13c	ortholog_one2one	ortholog_one2one
NCU07464				
NCU07463				
NCU07462				
NCU07461	YCR014C		ortholog_one2one	
NCU07460	YFL034C-B	SPCC970.04c	ortholog_one2many	ortholog_one2many
NCU07459	YBR034C	SPAC890.07c	ortholog_one2one	ortholog_one2one
NCU16316				
NCU07458	YEL058W	SPAC1296.01c	ortholog_one2one	ortholog_one2one
NCU07457	YDR386W	SPCC4G3.05c	ortholog_one2one	ortholog_one2one
NCU07456	YBR256C	SPCC1450.13c	ortholog_one2one	ortholog_one2one
NCU07455				
NCU07454				
NCU07453				
NCU07452		SPBC23G7.10c		ortholog_one2one
NCU07451	YGR264C	SPBC17A3.04c	ortholog_one2one	ortholog_one2one
NCU07450				
NCU07449				
NCU07448				
NCU07447				
NCU07446	YOR332W	SPAC11E3.07	ortholog_one2one	ortholog_one2one
NCU07445				
NCU07443	YDR093W	SPAC4F10.16c	ortholog_one2many	ortholog_one2many
NCU07443	YER166W	SPAC4F10.16c	ortholog_one2many	ortholog_one2many
NCU07443	YDR093W	SPAC24B11.12c	ortholog_one2many	ortholog_one2many
NCU07443	YER166W	SPAC24B11.12c	ortholog_one2many	ortholog_one2many
NCU07442	YHR039C	SPBC21C3.15c	ortholog_one2one	ortholog_one2one
NCU07441				
NCU07440	YPL022W	SPCC970.01	ortholog_one2one	ortholog_one2one
NCU07439				
NCU07438	YOR181W		ortholog_one2one	
NCU07437	YMR260C	SPBC25H2.07	ortholog_one2one	ortholog_one2one
NCU07436				
NCU07435	YLR330W	SPAC6G9.12	ortholog_one2one	ortholog_one2one
NCU07434				
NCU07433				
NCU15601				
NCU07432				
NCU07430	YMR043W		ortholog_one2one	
NCU07429				
NCU07428				
NCU07427				
NCU10006				
NCU10007	YIR031C		ortholog_one2many	
NCU10007	YNL117W		ortholog_one2many	
NCU10008	YPL262W	SPCC18.18c	ortholog_one2one	ortholog_one2one
NCU09064	YCL024W	SPAC644.06c	ortholog_one2many	ortholog_one2many
NCU09064	YDR507C	SPAC644.06c	ortholog_one2many	ortholog_one2many
NCU09064	YCL024W	SPAC57A10.02	ortholog_one2many	ortholog_one2many
NCU09064	YDR507C	SPAC57A10.02	ortholog_one2many	ortholog_one2many
NCU09065	YOL034W	SPAC14C4.02c	ortholog_one2one	ortholog_one2one
NCU09066				
NCU09068				
NCU09069	YOL119C		ortholog_many2many	
NCU09069	YOR306C		ortholog_many2many	
NCU09070				
NCU09071	YGR092W	SPAC24B11.11c	ortholog_one2many	ortholog_one2many
NCU09071	YPR111W	SPAC24B11.11c	ortholog_one2many	ortholog_one2many
NCU09071	YGR092W	SPCC417.06c	ortholog_one2many	ortholog_one2many
NCU09071	YPR111W	SPCC417.06c	ortholog_one2many	ortholog_one2many
NCU09072				
NCU10839				
NCU09073				
NCU09074				
NCU09075				
NCU09076		SPAC17G6.14c		ortholog_one2one
NCU09077				
NCU09078				
NCU09079	YPL032C	SPCC1902.02	ortholog_one2many	ortholog_one2one
NCU09079	YDR251W	SPCC1902.02	ortholog_one2many	ortholog_one2one
NCU09080				
NCU09081				
NCU09082				
NCU09084				
NCU14002				
NCU09085		SPAC19E9.03		ortholog_one2one
NCU16318				
NCU09087				
NCU09088				
NCU09089				
NCU09090	YIL083C	SPCC4B3.18	ortholog_one2one	ortholog_one2one
NCU09091	YOR334W	SPBC25H2.08c	ortholog_one2many	ortholog_one2one
NCU09091	YPL060W	SPBC25H2.08c	ortholog_one2many	ortholog_one2one
NCU09092				
NCU09093				
NCU09094				
NCU09095				
NCU09096				
NCU09097				
NCU15007				
NCU09098				
NCU09099				
NCU09100				
NCU09101	YBR220C	SPBC21B10.09	ortholog_one2many	ortholog_one2one
NCU09101	YBR219C	SPBC21B10.09	ortholog_one2many	ortholog_one2one
NCU09102				
NCU09103				
NCU09104				
NCU16320				
NCU02187				
NCU14003				
NCU02184		SPAPB1E7.04c		ortholog_one2one
NCU02183				
NCU02182				
