Gene stable ID,Saccharomyces cerevisiae gene stable ID,Schizosaccharomyces pombe gene stable ID,Saccharomyces cerevisiae homology type,Schizosaccharomyces pombe homology type
NCU08001,YPL084W,SPOM_SPAC17G6.05C,ortholog_one2one,ortholog_one2one
NCU08003,YJL176C,SPOM_SPAC23H3.10,ortholog_one2one,ortholog_one2one
NCU08005,YDR376W,SPOM_SPBC3B8.01C,ortholog_one2one,ortholog_one2one
NCU08007,YCR019W,SPOM_SPAC16C9.01C,ortholog_one2one,ortholog_one2one
NCU08008,YNL138W,SPOM_SPCC306.09C,ortholog_one2one,ortholog_one2one
NCU08009,YEL032W,SPOM_SPCC1682.02C,ortholog_one2one,ortholog_one2one
NCU08012,YJL085W,SPOM_SPBC106.20,ortholog_one2one,ortholog_one2one
NCU08020,YNL082W,SPOM_SPAC19G12.02C,ortholog_one2one,ortholog_one2one
NCU08021,YFL025C,SPOM_SPAC824.02,ortholog_one2one,ortholog_one2one
NCU08024,YEL036C,SPOM_SPBC1734.04,ortholog_one2one,ortholog_one2one
NCU08026,YGR158C,SPOM_SPBC211.08C,ortholog_one2one,ortholog_one2one
NCU08027,YER005W,SPOM_SPCC11E10.05C,ortholog_one2one,ortholog_one2one
NCU08028,YOL032W,SPOM_SPBC21H7.06C,ortholog_one2one,ortholog_one2one
NCU08030,YOR224C,SPOM_SPBC14C8.12,ortholog_one2one,ortholog_one2one
NCU08031,YPL101W,SPOM_SPCC11E10.06C,ortholog_one2one,ortholog_one2one
NCU08032,YAR008W,SPOM_SPBC19C7.07C,ortholog_one2one,ortholog_one2one
NCU08035,YEL051W,SPOM_SPCC965.03,ortholog_one2one,ortholog_one2one
NCU08036,YDR416W,SPOM_SPBC211.02C,ortholog_one2one,ortholog_one2one
NCU08044,YMR226C,SPOM_SPAC521.03,ortholog_one2one,ortholog_one2one
NCU08045,YGR157W,SPOM_SPBC26H8.03,ortholog_one2one,ortholog_one2one
NCU08046,YDR429C,SPOM_SPBC18H10.03,ortholog_one2one,ortholog_one2one
NCU10927,YPL243W,SPOM_SPCC1682.05C,ortholog_one2one,ortholog_one2one
NCU08685,YGR061C,SPOM_SPAC6F12.10C,ortholog_one2one,ortholog_one2one
NCU08683,YNL090W,SPOM_SPAC16.01,ortholog_one2one,ortholog_one2one
NCU08678,YER007C-A,SPOM_SPBC31F10.12,ortholog_one2one,ortholog_one2one
NCU08668,YNR054C,SPOM_SPBC28E12.05,ortholog_one2one,ortholog_one2one
NCU08663,YHR170W,SPOM_SPAC16C9.03,ortholog_one2one,ortholog_one2one
NCU08661,YIL145C,SPOM_SPAC5H10.08C,ortholog_one2one,ortholog_one2one
NCU08660,YBR257W,SPOM_SPBC1703.01C,ortholog_one2one,ortholog_one2one
NCU07331,YER127W,SPOM_SPAC18B11.06,ortholog_one2one,ortholog_one2one
NCU16845,YGR227W,SPOM_SPAC56F8.06C,ortholog_one2one,ortholog_one2one
NCU07321,YER134C,SPOM_SPBP8B7.31,ortholog_one2one,ortholog_one2one
NCU07313,YMR078C,SPOM_SPBC902.02C,ortholog_one2one,ortholog_one2one
NCU07309,YDL238C,SPOM_SPCC1672.03C,ortholog_one2one,ortholog_one2one
NCU07307,YKL182W,SPOM_SPAC926.09C,ortholog_one2one,ortholog_one2one
NCU07301,YML097C,SPOM_SPBC4F6.10,ortholog_one2one,ortholog_one2one
NCU07300,YML096W,SPOM_SPBC4F6.11C,ortholog_one2one,ortholog_one2one
NCU07299,YDL043C,SPOM_SPBC21C3.05,ortholog_one2one,ortholog_one2one
NCU07296,YNL161W,SPOM_SPAC821.12,ortholog_one2one,ortholog_one2one
NCU07293,YGL215W,SPOM_SPBC1D7.03,ortholog_one2one,ortholog_one2one
NCU07290,YMR091C,SPOM_SPCC1281.05,ortholog_one2one,ortholog_one2one
NCU07286,YPL170W,SPOM_SPAC25B8.01,ortholog_one2one,ortholog_one2one
NCU07281,YBR196C,SPOM_SPBC1604.05,ortholog_one2one,ortholog_one2one
NCU07266,YLR172C,SPOM_SPCC576.14,ortholog_one2one,ortholog_one2one
NCU07261,YBR110W,SPOM_SPAC23C4.14,ortholog_one2one,ortholog_one2one
NCU07259,YDR331W,SPOM_SPCC11E10.02C,ortholog_one2one,ortholog_one2one
NCU06966,YGR203W,SPOM_SPBC839.07,ortholog_one2one,ortholog_one2one
NCU06969,YNL128W,SPOM_SPBC609.02,ortholog_one2one,ortholog_one2one
NCU06974,YFR025C,SPOM_SPCC1672.01,ortholog_one2one,ortholog_one2one
NCU06992,YLR007W,SPOM_SPCC550.05,ortholog_one2one,ortholog_one2one
NCU06994,YMR213W,SPOM_SPAC644.12,ortholog_one2one,ortholog_one2one
NCU07001,YNL277W,SPOM_SPBC56F2.11,ortholog_one2one,ortholog_one2one
NCU07010,YLR410W,SPOM_SPCC1672.06C,ortholog_one2one,ortholog_one2one
NCU07011,YLR409C,SPOM_SPCC1672.07,ortholog_one2one,ortholog_one2one
NCU07013,YDR066C,SPOM_SPAC23A1.16C,ortholog_one2one,ortholog_one2one
NCU07020,YOR132W,SPOM_SPAPJ696.01C,ortholog_one2one,ortholog_one2one
NCU07021,YJL102W,SPOM_SPBC660.10,ortholog_one2one,ortholog_one2one
NCU07023,YLR114C,SPOM_SPAC23H3.14,ortholog_one2one,ortholog_one2one
NCU07024,YLR113W,SPOM_SPAC24B11.06C,ortholog_one2one,ortholog_one2one
NCU07041,YCL059C,SPOM_SPBC25B2.05,ortholog_one2one,ortholog_one2one
NCU08840,YMR033W,SPOM_SPAC1071.06,ortholog_one2one,ortholog_one2one
NCU08827,YGR205W,SPOM_SPAC630.09C,ortholog_one2one,ortholog_one2one
NCU08825,YGL091C,SPOM_SPAC637.08,ortholog_one2one,ortholog_one2one
NCU10777,YDR063W,SPOM_SPAC17H9.11,ortholog_one2one,ortholog_one2one
NCU09930,YNL256W,SPOM_SPBC1734.03,ortholog_one2one,ortholog_one2one
NCU05313,YIL065C,SPOM_SPBC11G11.01,ortholog_one2one,ortholog_one2one
NCU05309,YMR262W,SPOM_SPAC688.13,ortholog_one2one,ortholog_one2one
NCU05305,YBR154C,SPOM_SPAC23C4.15,ortholog_one2one,ortholog_one2one
NCU05302,YHR168W,SPOM_SPAP8A3.11C,ortholog_one2one,ortholog_one2one
NCU05296,YHR172W,SPOM_SPBC365.15,ortholog_one2one,ortholog_one2one
NCU05295,YGR253C,SPOM_SPAC323.02C,ortholog_one2one,ortholog_one2one
NCU05293,YDR083W,SPOM_SPAC56F8.09,ortholog_one2one,ortholog_one2one
NCU05292,YER143W,SPOM_SPAC56F8.08,ortholog_one2one,ortholog_one2one
NCU05289,YPL093W,SPOM_SPBC651.01C,ortholog_one2one,ortholog_one2one
NCU05288,YER136W,SPOM_SPAC22H10.12C,ortholog_one2one,ortholog_one2one
NCU05278,YMR015C,SPOM_SPAC19A8.04,ortholog_one2one,ortholog_one2one
NCU05273,YDR484W,SPOM_SPBC336.11,ortholog_one2one,ortholog_one2one
NCU05272,YFL027C,SPOM_SPBC651.03C,ortholog_one2one,ortholog_one2one
NCU05270,YAL035W,SPOM_SPAC56F8.03,ortholog_one2one,ortholog_one2one
NCU05267,YHR077C,SPOM_SPAC19A8.08,ortholog_one2one,ortholog_one2one
NCU05266,YLL032C,SPOM_SPBC28E12.02,ortholog_one2one,ortholog_one2one
NCU05259,YGL055W,SPOM_SPCC1281.06C,ortholog_one2one,ortholog_one2one
NCU05254,YKL181W,SPOM_SPAC4A8.14,ortholog_one2one,ortholog_one2one
NCU05251,YJR063W,SPOM_SPCC1259.03,ortholog_one2one,ortholog_one2one
NCU05250,YDR180W,SPOM_SPAC31A2.05C,ortholog_one2one,ortholog_one2one
NCU05245,YMR026C,SPOM_SPAPB17E12.03,ortholog_one2one,ortholog_one2one
NCU05239,YBR038W,SPOM_SPBC1709.01,ortholog_one2one,ortholog_one2one
NCU05238,YJR137C,SPOM_SPAC10F6.01C,ortholog_one2one,ortholog_one2one
NCU05235,YLR009W,SPOM_SPAC22E12.13C,ortholog_one2one,ortholog_one2one
NCU05233,YPL146C,SPOM_SPAC22F8.09,ortholog_one2one,ortholog_one2one
NCU05232,YJR005W,SPOM_SPBC2G2.06C,ortholog_one2one,ortholog_one2one
NCU05231,YGL231C,SPOM_SPCC1281.03C,ortholog_one2one,ortholog_one2one
NCU05227,YBR173C,SPOM_SPCC14G10.03C,ortholog_one2one,ortholog_one2one
NCU05226,YDR061W,SPOM_SPAC323.04,ortholog_one2one,ortholog_one2one
NCU05224,YNR012W,SPOM_SPCC162.11C,ortholog_one2one,ortholog_one2one
NCU05217,YOL080C,SPOM_SPBC1604.09C,ortholog_one2one,ortholog_one2one
NCU05210,YCR066W,SPOM_SPBC1734.06,ortholog_one2one,ortholog_one2one
NCU05206,YER020W,SPOM_SPAC23H3.13C,ortholog_one2one,ortholog_one2one
NCU05204,YDL132W,SPOM_SPAC17G6.12,ortholog_one2one,ortholog_one2one
NCU05200,YNL123W,SPOM_SPAC23G3.12C,ortholog_one2one,ortholog_one2one
NCU05196,YFL016C,SPOM_SPCC4G3.14,ortholog_one2one,ortholog_one2one
NCU05194,YGL201C,SPOM_SPBC211.04C,ortholog_one2one,ortholog_one2one
NCU05169,YDR256C,SPOM_SPCC757.07C,ortholog_one2one,ortholog_one2one
NCU09903,YPL226W,SPOM_SPAC3C7.08C,ortholog_one2one,ortholog_one2one
NCU09909,YHL016C,SPOM_SPBC23G7.13C,ortholog_one2one,ortholog_one2one
NCU08070,YNL200C,SPOM_SPAC15A10.05C,ortholog_one2one,ortholog_one2one
NCU08071,YPL013C,SPOM_SPBC354.06,ortholog_one2one,ortholog_one2one
NCU08110,YJL012C,SPOM_SPCC1322.14C,ortholog_one2one,ortholog_one2one
NCU08111,YDR465C,SPOM_SPAC26A3.17C,ortholog_one2one,ortholog_one2one
NCU08115,YCR092C,SPOM_SPAC8F11.03,ortholog_one2one,ortholog_one2one
NCU08118,YKL197C,SPOM_SPCC553.03,ortholog_one2one,ortholog_one2one
NCU08119,YBR202W,SPOM_SPBC25D12.03C,ortholog_one2one,ortholog_one2one
NCU08121,YOR294W,SPOM_SPBC29A3.16,ortholog_one2one,ortholog_one2one
NCU07509,YPR176C,SPOM_SPAC167.02,ortholog_one2one,ortholog_one2one
NCU07498,YGR258C,SPOM_SPBC3E7.08C,ortholog_one2one,ortholog_one2one
NCU07492,YPL183C,SPOM_SPBC1306.02,ortholog_one2one,ortholog_one2one
NCU07489,YML016C,SPOM_SPAC57A7.08,ortholog_one2one,ortholog_one2one
NCU07483,YDR182W,SPOM_SPAC630.12,ortholog_one2one,ortholog_one2one
NCU07482,YML021C,SPOM_SPCC1183.06,ortholog_one2one,ortholog_one2one
NCU07478,YGR257C,SPOM_SPBP23A10.06,ortholog_one2one,ortholog_one2one
NCU07472,YNR030W,SPOM_SPBC1734.12C,ortholog_one2one,ortholog_one2one
NCU07471,YIL034C,SPOM_SPAC631.01C,ortholog_one2one,ortholog_one2one
NCU07465,YER053C,SPOM_SPBC1703.13C,ortholog_one2one,ortholog_one2one
NCU07457,YDR386W,SPOM_SPCC4G3.05C,ortholog_one2one,ortholog_one2one
NCU07456,YBR256C,SPOM_SPCC1450.13C,ortholog_one2one,ortholog_one2one
NCU07451,YGR264C,SPOM_SPBC17A3.04C,ortholog_one2one,ortholog_one2one
NCU07446,YOR332W,SPOM_SPAC11E3.07,ortholog_one2one,ortholog_one2one
NCU07442,YHR039C,SPOM_SPBC21C3.15C,ortholog_one2one,ortholog_one2one
NCU07440,YPL022W,SPOM_SPCC970.01,ortholog_one2one,ortholog_one2one
NCU07437,YMR260C,SPOM_SPBC25H2.07,ortholog_one2one,ortholog_one2one
NCU07435,YLR330W,SPOM_SPAC6G9.12,ortholog_one2one,ortholog_one2one
NCU10008,YPL262W,SPOM_SPCC18.18C,ortholog_one2one,ortholog_one2one
NCU09065,YOL034W,SPOM_SPAC14C4.02C,ortholog_one2one,ortholog_one2one
NCU09090,YIL083C,SPOM_SPCC4B3.18,ortholog_one2one,ortholog_one2one
NCU02169,YLR003C,SPOM_SPBC23G7.07C,ortholog_one2one,ortholog_one2one
NCU02168,YDR090C,SPOM_SPAC2E12.03C,ortholog_one2one,ortholog_one2one
NCU02162,YGR112W,SPOM_SPBC1215.01,ortholog_one2one,ortholog_one2one
NCU02159,YDL213C,SPOM_SPBC365.04C,ortholog_one2one,ortholog_one2one
NCU02158,YDR198C,SPOM_SPCC1223.04C,ortholog_one2one,ortholog_one2one
NCU02157,YDR204W,SPOM_SPAC1687.12C,ortholog_one2one,ortholog_one2one
NCU16329,YMR002W,SPOM_SPAC6C3.02C,ortholog_one2one,ortholog_one2one
NCU02147,YDR049W,SPOM_SPCC1827.04,ortholog_one2one,ortholog_one2one
NCU02137,YPL076W,SPOM_SPCC550.04C,ortholog_one2one,ortholog_one2one
NCU02133,YJR104C,SPOM_SPAC821.10C,ortholog_one2one,ortholog_one2one
NCU02123,YMR097C,SPOM_SPBC25B2.04C,ortholog_one2one,ortholog_one2one
NCU02105,YGR024C,SPOM_SPCC63.07,ortholog_one2one,ortholog_one2one
NCU02103,YDL140C,SPOM_SPBC28F2.12,ortholog_one2one,ortholog_one2one
NCU02091,YHR204W,SPOM_SPAC23A1.04C,ortholog_one2one,ortholog_one2one
NCU02083,YFR019W,SPOM_SPBC3E7.01,ortholog_one2one,ortholog_one2one
NCU02082,YDR301W,SPOM_SPBC1709.08,ortholog_one2one,ortholog_one2one
NCU02079,YBR135W,SPOM_SPBC1734.14C,ortholog_one2one,ortholog_one2one
NCU16337,YPL125W,SPOM_SPCC1322.06,ortholog_one2one,ortholog_one2one
NCU11209,YPL065W,SPOM_SPAC1B3.07C,ortholog_one2one,ortholog_one2one
NCU02066,YOR206W,SPOM_SPAC1142.04,ortholog_one2one,ortholog_one2one
NCU02063,YKL134C,SPOM_SPAC1F3.10C,ortholog_one2one,ortholog_one2one
NCU02055,YDR400W,SPOM_SPAC17G8.02,ortholog_one2one,ortholog_one2one
NCU02053,YOR346W,SPOM_SPBC1347.01C,ortholog_one2one,ortholog_one2one
NCU02027,YLR118C,SPOM_SPAC8E11.04C,ortholog_one2one,ortholog_one2one
NCU02017,YDR397C,SPOM_SPBC30D10.02,ortholog_one2one,ortholog_one2one
NCU02015,YLR246W,SPOM_SPBC3H7.09,ortholog_one2one,ortholog_one2one
NCU02011,YLR347C,SPOM_SPAC1B1.03C,ortholog_one2one,ortholog_one2one
NCU02005,YPR167C,SPOM_SPAC13G7.06,ortholog_one2one,ortholog_one2one
NCU02004,YGR208W,SPOM_SPBC3H7.07C,ortholog_one2one,ortholog_one2one
NCU01992,YNL287W,SPOM_SPAC57A7.10C,ortholog_one2one,ortholog_one2one
NCU01981,YNL244C,SPOM_SPBC23G7.05,ortholog_one2one,ortholog_one2one
NCU01980,YPL030W,SPOM_SPCC663.10,ortholog_one2one,ortholog_one2one
NCU01965,YGR094W,SPOM_SPBC1709.02C,ortholog_one2one,ortholog_one2one
NCU01963,YOR249C,SPOM_SPAC959.09C,ortholog_one2one,ortholog_one2one
NCU01962,YGL191W,SPOM_SPCC1739.09C,ortholog_one2one,ortholog_one2one
NCU01961,YBL019W,SPOM_SPBC3D6.10,ortholog_one2one,ortholog_one2one
NCU01956,YNL243W,SPOM_SPAC688.11,ortholog_one2one,ortholog_one2one
NCU01955,YNR007C,SPOM_SPBC3B9.06C,ortholog_one2one,ortholog_one2one
NCU01954,YLR323C,SPOM_SPBC13E7.02,ortholog_one2one,ortholog_one2one
NCU01951,YPL167C,SPOM_SPAC688.10,ortholog_one2one,ortholog_one2one
NCU01947,YPR091C,SPOM_SPBC23G7.06C,ortholog_one2one,ortholog_one2one
NCU01939,YJR132W,SPOM_SPCC550.11,ortholog_one2one,ortholog_one2one
NCU01936,YDR419W,SPOM_SPBC16A3.11,ortholog_one2one,ortholog_one2one
NCU01930,YNL147W,SPOM_SPCC285.12,ortholog_one2one,ortholog_one2one
NCU01928,YDL091C,SPOM_SPCC285.11,ortholog_one2one,ortholog_one2one
NCU01919,YFR010W,SPOM_SPAC6G9.08,ortholog_one2one,ortholog_one2one
NCU01918,YKL013C,SPOM_SPAC6G9.07C,ortholog_one2one,ortholog_one2one
NCU01916,YBR192W,SPOM_SPAC688.09,ortholog_one2one,ortholog_one2one
NCU01913,YJL203W,SPOM_SPAC22A12.09C,ortholog_one2one,ortholog_one2one
NCU01911,YNL272C,SPOM_SPAC23C4.10,ortholog_one2one,ortholog_one2one
NCU01907,YLR026C,SPOM_SPBC8D2.14C,ortholog_one2one,ortholog_one2one
NCU01857,YLR398C,SPOM_SPCC550.03C,ortholog_one2one,ortholog_one2one
NCU02464,YJR076C,SPOM_SPBC16A3.01,ortholog_one2one,ortholog_one2one
NCU02475,YMR189W,SPOM_SPAC13G6.06C,ortholog_one2one,ortholog_one2one
NCU02477,YIR012W,SPOM_SPAC25H1.08C,ortholog_one2one,ortholog_one2one
NCU02493,YOR362C,SPOM_SPCC1795.04C,ortholog_one2one,ortholog_one2one
NCU02494,YBL004W,SPOM_SPBC56F2.04,ortholog_one2one,ortholog_one2one
NCU02495,YGR093W,SPOM_SPAC1F3.09,ortholog_one2one,ortholog_one2one
NCU02496,YMR036C,SPOM_SPAC24H6.05,ortholog_one2one,ortholog_one2one
NCU02497,YEL055C,SPOM_SPBC14C8.14C,ortholog_one2one,ortholog_one2one
NCU02499,YNL310C,SPOM_SPAC24H6.02C,ortholog_one2one,ortholog_one2one
NCU02508,YER029C,SPOM_SPAC26A3.08,ortholog_one2one,ortholog_one2one
NCU02510,YGL206C,SPOM_SPAC26A3.05,ortholog_one2one,ortholog_one2one
NCU02511,YNL061W,SPOM_SPBP8B7.20C,ortholog_one2one,ortholog_one2one
NCU02513,YKL151C,SPOM_SPCC61.03,ortholog_one2one,ortholog_one2one
NCU02514,YBL099W,SPOM_SPAC14C4.14,ortholog_one2one,ortholog_one2one
NCU02515,YHR028C,SPOM_SPACUNK4.08,ortholog_one2one,ortholog_one2one
NCU11237,YNL044W,SPOM_SPCC306.02C,ortholog_one2one,ortholog_one2one
NCU02524,YPL115C,SPOM_SPAC26A3.09C,ortholog_one2one,ortholog_one2one
NCU02531,YGR099W,SPOM_SPAC458.03,ortholog_one2one,ortholog_one2one
NCU02532,YPR066W,SPOM_SPAC24H6.12C,ortholog_one2one,ortholog_one2one
NCU02533,YPR110C,SPOM_SPBC1289.07C,ortholog_one2one,ortholog_one2one
NCU02536,YGR255C,SPOM_SPBC146.12,ortholog_one2one,ortholog_one2one
NCU11234,YGL169W,SPOM_SPCC895.03C,ortholog_one2one,ortholog_one2one
NCU02538,YPL010W,SPOM_SPCC576.07,ortholog_one2one,ortholog_one2one
NCU02539,YPR019W,SPOM_SPCC16A11.17,ortholog_one2one,ortholog_one2one
NCU02541,YJL002C,SPOM_SPAC27F1.07,ortholog_one2one,ortholog_one2one
NCU02546,YNR053C,SPOM_SPAC6F6.03C,ortholog_one2one,ortholog_one2one
NCU02549,YLR163C,SPOM_SPBP23A10.15C,ortholog_one2one,ortholog_one2one
NCU02563,YGL043W,SPOM_SPAC20H4.03C,ortholog_one2one,ortholog_one2one
NCU02564,YGR012W,SPOM_SPAC3A12.17C,ortholog_one2one,ortholog_one2one
NCU02566,YOR335C,SPOM_SPAC23C11.09,ortholog_one2one,ortholog_one2one
NCU10789,YLR207W,SPOM_SPBC28F2.08C,ortholog_one2one,ortholog_one2one
NCU02570,YNL035C,SPOM_SPCC63.06,ortholog_one2one,ortholog_one2one
NCU02571,YPL028W,SPOM_SPBC215.09C,ortholog_one2one,ortholog_one2one
NCU02572,YKL173W,SPOM_SPBC215.12,ortholog_one2one,ortholog_one2one
NCU02573,YHR122W,SPOM_SPAC144.16,ortholog_one2one,ortholog_one2one
NCU02585,YPL104W,SPOM_SPCC736.06,ortholog_one2one,ortholog_one2one
NCU02587,YDR460W,SPOM_SPBC776.18C,ortholog_one2one,ortholog_one2one
NCU02592,YDL203C,SPOM_SPAC24B11.10C,ortholog_one2one,ortholog_one2one
NCU02608,YBR271W,SPOM_SPCC338.11C,ortholog_one2one,ortholog_one2one
NCU02610,YDR424C,SPOM_SPAC926.07C,ortholog_one2one,ortholog_one2one
NCU02611,YPR112C,SPOM_SPBP22H7.02C,ortholog_one2one,ortholog_one2one
NCU02615,YOR194C,SPOM_SPBC28F2.09,ortholog_one2one,ortholog_one2one
NCU02619,YLR401C,SPOM_SPAC16.04,ortholog_one2one,ortholog_one2one
NCU02624,YHR007C,SPOM_SPAC13A11.02C,ortholog_one2one,ortholog_one2one
NCU02630,YDR258C,SPOM_SPBC4F6.17C,ortholog_one2one,ortholog_one2one
NCU02631,YDR013W,SPOM_SPBP23A10.09,ortholog_one2one,ortholog_one2one
NCU02632,YGR125W,SPOM_SPAC24H6.11C,ortholog_one2one,ortholog_one2one
NCU02633,YNL286W,SPOM_SPBC1289.02C,ortholog_one2one,ortholog_one2one
NCU02635,YPL050C,SPOM_SPAC4F10.10C,ortholog_one2one,ortholog_one2one
NCU02636,YGR133W,SPOM_SPBC1198.09,ortholog_one2one,ortholog_one2one
NCU02639,YOL058W,SPOM_SPBC428.05C,ortholog_one2one,ortholog_one2one
NCU02658,YLR243W,SPOM_SPAC4D7.12C,ortholog_one2one,ortholog_one2one
NCU02661,YDR404C,SPOM_SPACUNK4.06C,ortholog_one2one,ortholog_one2one
NCU02670,YLR143W,SPOM_SPBC577.12,ortholog_one2one,ortholog_one2one
NCU02675,YOL010W,SPOM_SPAC12G12.06C,ortholog_one2one,ortholog_one2one
NCU02677,YJR109C,SPOM_SPBC215.08C,ortholog_one2one,ortholog_one2one
NCU02678,YLR271W,SPOM_SPAC6F6.19,ortholog_one2one,ortholog_one2one
NCU02680,YBR170C,SPOM_SPBC1711.10C,ortholog_one2one,ortholog_one2one
NCU02683,YLL004W,SPOM_SPAC3H1.01C,ortholog_one2one,ortholog_one2one
NCU02685,YER172C,SPOM_SPAC9.03C,ortholog_one2one,ortholog_one2one
NCU02687,YJR068W,SPOM_SPAC23D3.02,ortholog_one2one,ortholog_one2one
NCU02689,YDL240W,SPOM_SPBC3F6.05,ortholog_one2one,ortholog_one2one
NCU02693,YGL001C,SPOM_SPBC3F6.02C,ortholog_one2one,ortholog_one2one
NCU02706,YHL031C,SPOM_SPAC4G8.10,ortholog_one2one,ortholog_one2one
NCU10497,YGL022W,SPOM_SPBC1271.02,ortholog_one2one,ortholog_one2one
NCU02716,YGR091W,SPOM_SPBC119.13C,ortholog_one2one,ortholog_one2one
NCU02717,YLR117C,SPOM_SPBC31F10.11C,ortholog_one2one,ortholog_one2one
NCU02723,YBL102W,SPOM_SPAC1527.02,ortholog_one2one,ortholog_one2one
NCU02725,YHL023C,SPOM_SPBC543.04,ortholog_one2one,ortholog_one2one
NCU02727,YDR019C,SPOM_SPAC31G5.14,ortholog_one2one,ortholog_one2one
NCU02729,YLR196W,SPOM_SPBC1711.16,ortholog_one2one,ortholog_one2one
NCU02733,YDR084C,SPOM_SPBC2A9.05C,ortholog_one2one,ortholog_one2one
NCU02736,YDR432W,SPOM_SPBC660.11,ortholog_one2one,ortholog_one2one
NCU02737,YER163C,SPOM_SPBC31F10.03,ortholog_one2one,ortholog_one2one
NCU02741,YER095W,SPOM_SPAC644.14C,ortholog_one2one,ortholog_one2one
NCU02743,YJL053W,SPOM_SPAC4G9.13C,ortholog_one2one,ortholog_one2one
NCU02746,YPR036W,SPOM_SPAC7D4.10,ortholog_one2one,ortholog_one2one
NCU02747,YFL034W,SPOM_SPAC6F6.13C,ortholog_one2one,ortholog_one2one
NCU02748,YOR004W,SPOM_SPCC18.12C,ortholog_one2one,ortholog_one2one
NCU02751,YPL153C,SPOM_SPCC18B5.11C,ortholog_one2one,ortholog_one2one
NCU02757,YEL050C,SPOM_SPCC16C4.15,ortholog_one2one,ortholog_one2one
NCU02762,YGR217W,SPOM_SPAC6F6.01,ortholog_one2one,ortholog_one2one
NCU09381,YDR152W,SPOM_SPCC1393.09C,ortholog_one2one,ortholog_one2one
NCU09380,YDR496C,SPOM_SPCP1E11.11,ortholog_one2one,ortholog_one2one
NCU09371,YOL143C,SPOM_SPBC409.13,ortholog_one2one,ortholog_one2one
NCU09367,YLR305C,SPOM_SPBC577.06C,ortholog_one2one,ortholog_one2one
NCU09366,YBL041W,SPOM_SPAC22F8.06,ortholog_one2one,ortholog_one2one
NCU10352,YDR378C,SPOM_SPAC2F3.17C,ortholog_one2one,ortholog_one2one
NCU16377,YLR059C,SPOM_SPBC1347.07,ortholog_one2one,ortholog_one2one
NCU09892,YER087W,SPOM_SPBC24C6.03,ortholog_one2one,ortholog_one2one
NCU09896,YKL001C,SPOM_SPAC1782.11,ortholog_one2one,ortholog_one2one
NCU09897,YKL080W,SPOM_SPAPB2B4.05,ortholog_one2one,ortholog_one2one
NCU10073,YCR088W,SPOM_SPAPJ760.02C,ortholog_one2one,ortholog_one2one
NCU09808,YLL001W,SPOM_SPBC12C2.08,ortholog_one2one,ortholog_one2one
NCU09814,YDL116W,SPOM_SPBC428.01C,ortholog_one2one,ortholog_one2one
NCU09816,YOR065W,SPOM_SPBC29A3.18,ortholog_one2one,ortholog_one2one
NCU09817,YDR035W,SPOM_SPAP8A3.07C,ortholog_one2one,ortholog_one2one
NCU09332,YJR143C,SPOM_SPBC16C6.09,ortholog_one2one,ortholog_one2one
NCU09327,YMR287C,SPOM_SPCC1322.01,ortholog_one2one,ortholog_one2one
NCU09320,YER055C,SPOM_SPAC25G10.05C,ortholog_one2one,ortholog_one2one
NCU09313,YLR166C,SPOM_SPAC13F5.06C,ortholog_one2one,ortholog_one2one
NCU09311,YHR070W,SPOM_SPAPB18E9.01,ortholog_one2one,ortholog_one2one
NCU09309,YPR103W,SPOM_SPAC4A8.13C,ortholog_one2one,ortholog_one2one
NCU09308,YDL104C,SPOM_SPCC1259.10,ortholog_one2one,ortholog_one2one
NCU03055,YDR245W,SPOM_SPAC637.06,ortholog_one2one,ortholog_one2one
NCU03059,YDR191W,SPOM_SPAC1783.04C,ortholog_one2one,ortholog_one2one
NCU03061,YDR091C,SPOM_SPBC14F5.06,ortholog_one2one,ortholog_one2one
NCU03062,YKL012W,SPOM_SPAC4D7.13,ortholog_one2one,ortholog_one2one
NCU03065,YOL021C,SPOM_SPBC26H8.10,ortholog_one2one,ortholog_one2one
NCU03066,YER006W,SPOM_SPBC26H8.08C,ortholog_one2one,ortholog_one2one
NCU03076,YHR037W,SPOM_SPBC24C6.04,ortholog_one2one,ortholog_one2one
NCU03080,YGR101W,SPOM_SPBC13E7.11,ortholog_one2one,ortholog_one2one
NCU03092,YGR159C,SPOM_SPAC140.02,ortholog_one2one,ortholog_one2one
NCU03095,YMR227C,SPOM_SPAC13F5.02C,ortholog_one2one,ortholog_one2one
NCU03114,YNL222W,SPOM_SPAC3G9.04,ortholog_one2one,ortholog_one2one
NCU03116,YPL242C,SPOM_SPAC4F8.13C,ortholog_one2one,ortholog_one2one
NCU03118,YIR034C,SPOM_SPAC227.18,ortholog_one2one,ortholog_one2one
NCU03122,YPL120W,SPOM_SPAC20G8.10C,ortholog_one2one,ortholog_one2one
NCU03124,YOR061W,SPOM_SPAC23C11.11,ortholog_one2one,ortholog_one2one
NCU03129,YKL194C,SPOM_SPAC24C9.09,ortholog_one2one,ortholog_one2one
NCU03130,YOR111W,SPOM_SPAC3G6.03C,ortholog_one2one,ortholog_one2one
NCU03133,YKL099C,SPOM_SPAC18G6.06,ortholog_one2one,ortholog_one2one
NCU03137,YMR165C,SPOM_SPAC1952.13,ortholog_one2one,ortholog_one2one
NCU03138,YMR236W,SPOM_SPAC12G12.05C,ortholog_one2one,ortholog_one2one
