fg,nc,nt
FGRAMPH1_01T02499,NCU03094,NEUTE1DRAFT_51840
FGRAMPH1_01T02501,NCU03093,NEUTE1DRAFT_118902
FGRAMPH1_01T02503,NCU03092,NEUTE1DRAFT_91358
FGRAMPH1_01T02505,NCU03091,NEUTE1DRAFT_150216
FGRAMPH1_01T02509,NCU02700,NEUTE1DRAFT_133478
FGRAMPH1_01T02513,NCU03095,NEUTE1DRAFT_91347
FGRAMPH1_01T02515,NCU02625,NEUTE1DRAFT_91950
FGRAMPH1_01T02517,NCU02626,NEUTE1DRAFT_91948
FGRAMPH1_01T02525,NCU02632,NEUTE1DRAFT_73236
FGRAMPH1_01T02527,NCU02631,NEUTE1DRAFT_91937
FGRAMPH1_01T02529,NCU06035,NEUTE1DRAFT_67116
FGRAMPH1_01T02533,NCU02633,NEUTE1DRAFT_133528
FGRAMPH1_01T02541,NCU08339,NEUTE1DRAFT_90597
FGRAMPH1_01T02549,NCU02707,NEUTE1DRAFT_119009
FGRAMPH1_01T02559,NCU02706,NEUTE1DRAFT_91795
FGRAMPH1_01T02563,NCU02699,NEUTE1DRAFT_150384
FGRAMPH1_01T02571,NCU07364,NEUTE1DRAFT_90370
FGRAMPH1_01T02577,NCU07360,NEUTE1DRAFT_52204
FGRAMPH1_01T02579,NCU03021,NEUTE1DRAFT_92702
FGRAMPH1_01T02583,NCU02801,NEUTE1DRAFT_119277
FGRAMPH1_01T02585,NCU02802,NEUTE1DRAFT_74482
FGRAMPH1_01T02587,NCU07403,NEUTE1DRAFT_90437
FGRAMPH1_01T02591,NCU02053,NEUTE1DRAFT_132571
FGRAMPH1_01T02593,NCU02054,NEUTE1DRAFT_70649
FGRAMPH1_01T02595,NCU02055,NEUTE1DRAFT_132569
FGRAMPH1_01T02597,NCU07384,NEUTE1DRAFT_132977
FGRAMPH1_01T02599,NCU07385,NEUTE1DRAFT_105279
FGRAMPH1_01T02603,NCU02790,NEUTE1DRAFT_93246
FGRAMPH1_01T02605,NCU02791,NEUTE1DRAFT_19417
FGRAMPH1_01T02609,NCU09321,NEUTE1DRAFT_91481
FGRAMPH1_01T02611,NCU00506,NEUTE1DRAFT_133856
FGRAMPH1_01T02615,NCU00509,NEUTE1DRAFT_106392
FGRAMPH1_01T02617,NCU00512,NEUTE1DRAFT_74112
FGRAMPH1_01T02629,NCU02770,NEUTE1DRAFT_93267
FGRAMPH1_01T02633,NCU09239,NEUTE1DRAFT_126986
FGRAMPH1_01T02637,NCU09238,NEUTE1DRAFT_150996
FGRAMPH1_01T02639,NCU09237,NEUTE1DRAFT_119308
FGRAMPH1_01T02643,NCU03243,NEUTE1DRAFT_72320
FGRAMPH1_01T02645,NCU03242,NEUTE1DRAFT_126049
FGRAMPH1_01T02647,NCU03241,NEUTE1DRAFT_126050
FGRAMPH1_01T02651,NCU03240,NEUTE1DRAFT_105554
FGRAMPH1_01T02653,NCU03239,NEUTE1DRAFT_91019
FGRAMPH1_01T02655,NCU10053,NEUTE1DRAFT_66670
FGRAMPH1_01T02659,NCU03237,NEUTE1DRAFT_126056
FGRAMPH1_01T02663,NCU09226,NEUTE1DRAFT_90505
FGRAMPH1_01T02675,NCU02524,NEUTE1DRAFT_150534
FGRAMPH1_01T02697,NCU02509,NEUTE1DRAFT_119096
FGRAMPH1_01T02703,NCU02491,NEUTE1DRAFT_106116
FGRAMPH1_01T02705,NCU02520,NEUTE1DRAFT_92198
FGRAMPH1_01T02713,NCU02512,NEUTE1DRAFT_133634
FGRAMPH1_01T02725,NCU03268,NEUTE1DRAFT_72274
FGRAMPH1_01T02727,NCU03269,NEUTE1DRAFT_90962
FGRAMPH1_01T02735,NCU03096,NEUTE1DRAFT_133316
FGRAMPH1_01T02739,NCU11053,NEUTE1DRAFT_74588
FGRAMPH1_01T02745,NCU03266,NEUTE1DRAFT_133183
FGRAMPH1_01T02747,NCU02674,NEUTE1DRAFT_91859
FGRAMPH1_01T02749,NCU02675,NEUTE1DRAFT_133500
FGRAMPH1_01T02751,NCU02676,NEUTE1DRAFT_126392
FGRAMPH1_01T02753,NCU05095,NEUTE1DRAFT_118326
FGRAMPH1_01T02757,NCU02528,NEUTE1DRAFT_73486
FGRAMPH1_01T02765,NCU03097,NEUTE1DRAFT_126180
FGRAMPH1_01T02769,NCU03099,NEUTE1DRAFT_133314
FGRAMPH1_01T02773,NCU03101,NEUTE1DRAFT_72641
FGRAMPH1_01T02781,NCU11240,NEUTE1DRAFT_126763
FGRAMPH1_01T02783,NCU03047,NEUTE1DRAFT_92770
FGRAMPH1_01T02791,NCU02988,NEUTE1DRAFT_92657
FGRAMPH1_01T02793,NCU02984,NEUTE1DRAFT_119181
FGRAMPH1_01T02795,NCU02983,NEUTE1DRAFT_115222
FGRAMPH1_01T02797,NCU02982,NEUTE1DRAFT_15958
FGRAMPH1_01T02799,NCU11085,NEUTE1DRAFT_143187
FGRAMPH1_01T02801,NCU09378,NEUTE1DRAFT_114768
FGRAMPH1_01T02807,NCU09380,NEUTE1DRAFT_150323
FGRAMPH1_01T02809,NCU09381,NEUTE1DRAFT_72951
FGRAMPH1_01T02811,NCU09382,NEUTE1DRAFT_72956
FGRAMPH1_01T02815,NCU07457,NEUTE1DRAFT_88920
FGRAMPH1_01T02817,NCU07458,NEUTE1DRAFT_118413
FGRAMPH1_01T02819,NCU07459,NEUTE1DRAFT_70233
FGRAMPH1_01T02823,NCU00977,NEUTE1DRAFT_125742
FGRAMPH1_01T02825,NCU00978,NEUTE1DRAFT_71579
FGRAMPH1_01T02827,NCU08609,NEUTE1DRAFT_106664
FGRAMPH1_01T02829,NCU03077,NEUTE1DRAFT_91395
FGRAMPH1_01T02853,NCU07284,NEUTE1DRAFT_61295
FGRAMPH1_01T02859,NCU02727,NEUTE1DRAFT_96922
FGRAMPH1_01T02861,NCU02746,NEUTE1DRAFT_91704
FGRAMPH1_01T02867,NCU02743,NEUTE1DRAFT_96916
FGRAMPH1_01T02869,NCU02742,NEUTE1DRAFT_91712
FGRAMPH1_01T02871,NCU02741,NEUTE1DRAFT_73021
FGRAMPH1_01T02881,NCU09367,NEUTE1DRAFT_150315
FGRAMPH1_01T02889,NCU09371,NEUTE1DRAFT_118973
FGRAMPH1_01T02897,NCU02962,NEUTE1DRAFT_150707
FGRAMPH1_01T02915,NCU02960,NEUTE1DRAFT_92604
FGRAMPH1_01T02917,NCU08595,NEUTE1DRAFT_126998
FGRAMPH1_01T02925,NCU09230,NEUTE1DRAFT_126996
FGRAMPH1_01T02927,NCU02041,NEUTE1DRAFT_149430
FGRAMPH1_01T02931,NCU03074,NEUTE1DRAFT_51132
FGRAMPH1_01T02937,NCU03065,NEUTE1DRAFT_126214
FGRAMPH1_01T02939,NCU03066,NEUTE1DRAFT_150239
FGRAMPH1_01T02941,NCU09304,NEUTE1DRAFT_111537
FGRAMPH1_01T02949,NCU07295,NEUTE1DRAFT_121419
FGRAMPH1_01T02951,NCU07293,NEUTE1DRAFT_79962
FGRAMPH1_01T02957,NCU07290,NEUTE1DRAFT_79965
FGRAMPH1_01T02959,NCU03234,NEUTE1DRAFT_126058
FGRAMPH1_01T02961,NCU03233,NEUTE1DRAFT_96764
FGRAMPH1_01T02965,NCU03232,NEUTE1DRAFT_126059
FGRAMPH1_01T02969,NCU07366,NEUTE1DRAFT_149837
FGRAMPH1_01T02975,NCU02694,NEUTE1DRAFT_91817
FGRAMPH1_01T02981,NCU02690,NEUTE1DRAFT_91823
FGRAMPH1_01T02985,NCU02692,NEUTE1DRAFT_126377
FGRAMPH1_01T02989,NCU02687,NEUTE1DRAFT_73134
FGRAMPH1_01T02991,NCU02686,NEUTE1DRAFT_91832
FGRAMPH1_01T02995,NCU02684,NEUTE1DRAFT_150398
FGRAMPH1_01T02997,NCU02683,NEUTE1DRAFT_126387
FGRAMPH1_01T02999,NCU02682,NEUTE1DRAFT_33727
FGRAMPH1_01T03001,NCU02681,NEUTE1DRAFT_91842
FGRAMPH1_01T03015,NCU02660,NEUTE1DRAFT_91884
FGRAMPH1_01T03017,NCU02661,NEUTE1DRAFT_150414
FGRAMPH1_01T03021,NCU16385,NEUTE1DRAFT_72674
FGRAMPH1_01T03031,NCU07505,NEUTE1DRAFT_70154
FGRAMPH1_01T03033,NCU07471,NEUTE1DRAFT_88890
FGRAMPH1_01T03037,NCU07468,NEUTE1DRAFT_88893
FGRAMPH1_01T03043,NCU07466,NEUTE1DRAFT_118410
FGRAMPH1_01T03051,NCU16399,NEUTE1DRAFT_90697
FGRAMPH1_01T03061,NCU03303,NEUTE1DRAFT_72191
FGRAMPH1_01T03063,NCU03302,NEUTE1DRAFT_118811
FGRAMPH1_01T03067,NCU10506,NEUTE1DRAFT_72200
FGRAMPH1_01T03073,NCU03298,NEUTE1DRAFT_90897
FGRAMPH1_01T03075,NCU10810,NEUTE1DRAFT_72208
FGRAMPH1_01T03081,NCU09223,NEUTE1DRAFT_118735
FGRAMPH1_01T03083,NCU09222,NEUTE1DRAFT_90510
FGRAMPH1_01T03085,NCU09221,NEUTE1DRAFT_90512
FGRAMPH1_01T03091,NCU09325,NEUTE1DRAFT_126242
FGRAMPH1_01T03095,NCU09326,NEUTE1DRAFT_91493
FGRAMPH1_01T03113,NCU09312,NEUTE1DRAFT_91460
FGRAMPH1_01T03115,NCU09313,NEUTE1DRAFT_91464
FGRAMPH1_01T03117,NCU03195,NEUTE1DRAFT_126097
FGRAMPH1_01T03129,NCU05599,NEUTE1DRAFT_118111
FGRAMPH1_01T03131,NCU16400,NEUTE1DRAFT_90687
FGRAMPH1_01T03133,NCU08376,NEUTE1DRAFT_90692
FGRAMPH1_01T03135,NCU03305,NEUTE1DRAFT_72184
FGRAMPH1_01T03137,NCU02764,NEUTE1DRAFT_126958
FGRAMPH1_01T03139,NCU02765,NEUTE1DRAFT_119291
FGRAMPH1_01T03141,NCU02767,NEUTE1DRAFT_93287
FGRAMPH1_01T03145,NCU09257,NEUTE1DRAFT_143493
FGRAMPH1_01T03157,NCU09329,NEUTE1DRAFT_91498
FGRAMPH1_01T03159,NCU09106,NEUTE1DRAFT_125976
FGRAMPH1_01T03161,NCU09107,NEUTE1DRAFT_118799
FGRAMPH1_01T03165,NCU09109,NEUTE1DRAFT_118797
FGRAMPH1_01T03169,NCU09111,NEUTE1DRAFT_118796
FGRAMPH1_01T03171,NCU09112,NEUTE1DRAFT_72118
FGRAMPH1_01T03187,NCU11228,NEUTE1DRAFT_126321
FGRAMPH1_01T03189,NCU02754,NEUTE1DRAFT_91678
FGRAMPH1_01T03191,NCU02755,NEUTE1DRAFT_150334
FGRAMPH1_01T03195,NCU02757,NEUTE1DRAFT_118984
FGRAMPH1_01T03199,NCU02753,NEUTE1DRAFT_91684
FGRAMPH1_01T03209,NCU02712,NEUTE1DRAFT_91783
FGRAMPH1_01T03213,NCU02713,NEUTE1DRAFT_119006
FGRAMPH1_01T03217,NCU02716,NEUTE1DRAFT_73080
FGRAMPH1_01T03219,NCU02717,NEUTE1DRAFT_73077
FGRAMPH1_01T03227,NCU02720,NEUTE1DRAFT_126353
FGRAMPH1_01T03231,NCU02723,NEUTE1DRAFT_91762
FGRAMPH1_01T03245,NCU07375,NEUTE1DRAFT_149841
FGRAMPH1_01T03247,NCU07378,NEUTE1DRAFT_90387
FGRAMPH1_01T03251,NCU07380,NEUTE1DRAFT_90393
FGRAMPH1_01T03255,NCU10073,NEUTE1DRAFT_133390
FGRAMPH1_01T03261,NCU09807,NEUTE1DRAFT_133385
FGRAMPH1_01T03269,NCU16378,NEUTE1DRAFT_118942
FGRAMPH1_01T03271,NCU09814,NEUTE1DRAFT_126254
FGRAMPH1_01T03273,NCU09900,NEUTE1DRAFT_72862
FGRAMPH1_01T03277,NCU09899,NEUTE1DRAFT_91560
FGRAMPH1_01T03281,NCU09897,NEUTE1DRAFT_54812
FGRAMPH1_01T03289,NCU09894,NEUTE1DRAFT_150299
FGRAMPH1_01T03291,NCU09892,NEUTE1DRAFT_91576
FGRAMPH1_01T03293,NCU02963,NEUTE1DRAFT_73915
FGRAMPH1_01T03297,NCU02965,NEUTE1DRAFT_73917
FGRAMPH1_01T03299,NCU02966,NEUTE1DRAFT_51277
FGRAMPH1_01T03303,NCU02968,NEUTE1DRAFT_92625
FGRAMPH1_01T03313,NCU07954,NEUTE1DRAFT_59526
FGRAMPH1_01T03317,NCU07956,NEUTE1DRAFT_78203
FGRAMPH1_01T03325,NCU10044,NEUTE1DRAFT_149885
FGRAMPH1_01T03327,NCU02665,NEUTE1DRAFT_119028
FGRAMPH1_01T03329,NCU02666,NEUTE1DRAFT_126399
FGRAMPH1_01T03333,NCU02668,NEUTE1DRAFT_119026
FGRAMPH1_01T03339,NCU00956,NEUTE1DRAFT_90219
FGRAMPH1_01T03343,NCU09255,NEUTE1DRAFT_93321
FGRAMPH1_01T03345,NCU09254,NEUTE1DRAFT_93323
FGRAMPH1_01T03347,NCU09243,NEUTE1DRAFT_74641
FGRAMPH1_01T03349,NCU09241,NEUTE1DRAFT_115535
FGRAMPH1_01T03351,NCU11402,NEUTE1DRAFT_134059
FGRAMPH1_01T03353,NCU02771,NEUTE1DRAFT_93266
FGRAMPH1_01T03355,NCU02773,NEUTE1DRAFT_93259
FGRAMPH1_01T03361,NCU09330,NEUTE1DRAFT_114712
FGRAMPH1_01T03365,NCU02762,NEUTE1DRAFT_126315
FGRAMPH1_01T03371,NCU09386,NEUTE1DRAFT_91659
FGRAMPH1_01T03373,NCU09384,NEUTE1DRAFT_72957
FGRAMPH1_01T03375,NCU09375,NEUTE1DRAFT_88612
FGRAMPH1_01T03377,NCU09376,NEUTE1DRAFT_149109
FGRAMPH1_01T03381,NCU02980,NEUTE1DRAFT_150720
FGRAMPH1_01T03387,NCU02977,NEUTE1DRAFT_92636
FGRAMPH1_01T03389,NCU02974,NEUTE1DRAFT_51919
FGRAMPH1_01T03391,NCU02973,NEUTE1DRAFT_73932
FGRAMPH1_01T03393,NCU02972,NEUTE1DRAFT_92629
FGRAMPH1_01T03395,NCU02970,NEUTE1DRAFT_119178
FGRAMPH1_01T03399,NCU05236,NEUTE1DRAFT_80497
FGRAMPH1_01T03401,NCU01614,NEUTE1DRAFT_83630
FGRAMPH1_01T03411,NCU02546,NEUTE1DRAFT_73432
FGRAMPH1_01T03413,NCU02544,NEUTE1DRAFT_150514
FGRAMPH1_01T03417,NCU02543,NEUTE1DRAFT_51786
FGRAMPH1_01T03421,NCU02955,NEUTE1DRAFT_150701
FGRAMPH1_01T03427,NCU02951,NEUTE1DRAFT_92583
FGRAMPH1_01T03429,NCU06924,NEUTE1DRAFT_66569
FGRAMPH1_01T03437,NCU06921,NEUTE1DRAFT_123651
FGRAMPH1_01T03439,NCU02088,NEUTE1DRAFT_54310
FGRAMPH1_01T03441,NCU02086,NEUTE1DRAFT_149390
FGRAMPH1_01T03451,NCU02945,NEUTE1DRAFT_126682
FGRAMPH1_01T03453,NCU02950,NEUTE1DRAFT_150697
FGRAMPH1_01T03459,NCU02455,NEUTE1DRAFT_117797
FGRAMPH1_01T03463,NCU02453,NEUTE1DRAFT_117800
FGRAMPH1_01T03467,NCU02118,NEUTE1DRAFT_149357
FGRAMPH1_01T03469,NCU02119,NEUTE1DRAFT_125291
FGRAMPH1_01T03477,NCU01655,NEUTE1DRAFT_83705
FGRAMPH1_01T03483,NCU01652,NEUTE1DRAFT_65014
FGRAMPH1_01T03491,NCU01654,NEUTE1DRAFT_65022
FGRAMPH1_01T03495,NCU01689,NEUTE1DRAFT_147142
FGRAMPH1_01T03499,NCU01695,NEUTE1DRAFT_138627
FGRAMPH1_01T03515,NCU01702,NEUTE1DRAFT_130437
FGRAMPH1_01T03519,NCU08517,NEUTE1DRAFT_122854
FGRAMPH1_01T03521,NCU01745,NEUTE1DRAFT_123048
FGRAMPH1_01T03527,NCU01742,NEUTE1DRAFT_83819
FGRAMPH1_01T03529,NCU01741,NEUTE1DRAFT_65136
FGRAMPH1_01T03531,NCU01740,NEUTE1DRAFT_123044
FGRAMPH1_01T03533,NCU01739,NEUTE1DRAFT_117369
FGRAMPH1_01T03535,NCU01738,NEUTE1DRAFT_83809
FGRAMPH1_01T03537,NCU01737,NEUTE1DRAFT_123041
FGRAMPH1_01T03555,NCU01725,NEUTE1DRAFT_83796
FGRAMPH1_01T03565,NCU01512,NEUTE1DRAFT_122886
FGRAMPH1_01T03567,NCU01504,NEUTE1DRAFT_83454
FGRAMPH1_01T03571,NCU01506,NEUTE1DRAFT_83457
FGRAMPH1_01T03591,NCU05165,NEUTE1DRAFT_39852
FGRAMPH1_01T03597,NCU10483,NEUTE1DRAFT_14617
FGRAMPH1_01T03599,NCU03423,NEUTE1DRAFT_65937
FGRAMPH1_01T03601,NCU10376,NEUTE1DRAFT_111309
FGRAMPH1_01T03607,NCU08507,NEUTE1DRAFT_146992
FGRAMPH1_01T03609,NCU08506,NEUTE1DRAFT_138454
FGRAMPH1_01T03613,NCU08504,NEUTE1DRAFT_83362
FGRAMPH1_01T03615,NCU01747,NEUTE1DRAFT_117372
FGRAMPH1_01T03627,NCU03331,NEUTE1DRAFT_44265
FGRAMPH1_01T03631,NCU08509,NEUTE1DRAFT_146993
FGRAMPH1_01T03635,NCU08510,NEUTE1DRAFT_31253
FGRAMPH1_01T03637,NCU08511,NEUTE1DRAFT_130292
FGRAMPH1_01T03639,NCU00653,NEUTE1DRAFT_106523
FGRAMPH1_01T03641,NCU00652,NEUTE1DRAFT_150891
FGRAMPH1_01T03647,NCU02785,NEUTE1DRAFT_74530
FGRAMPH1_01T03649,NCU02784,NEUTE1DRAFT_74526
FGRAMPH1_01T03653,NCU08369,NEUTE1DRAFT_71980
FGRAMPH1_01T03657,NCU08368,NEUTE1DRAFT_90667
FGRAMPH1_01T03671,NCU08370,NEUTE1DRAFT_133076
FGRAMPH1_01T03679,NCU08342,NEUTE1DRAFT_52427
FGRAMPH1_01T03681,NCU08343,NEUTE1DRAFT_125888
FGRAMPH1_01T03683,NCU08344,NEUTE1DRAFT_118756
FGRAMPH1_01T03691,NCU11300,NEUTE1DRAFT_28197
FGRAMPH1_01T03693,NCU06017,NEUTE1DRAFT_123894
FGRAMPH1_01T03695,NCU06047,NEUTE1DRAFT_117784
FGRAMPH1_01T03697,NCU02789,NEUTE1DRAFT_134013
FGRAMPH1_01T03721,NCU08385,NEUTE1DRAFT_133089
FGRAMPH1_01T03727,NCU08383,NEUTE1DRAFT_125930
FGRAMPH1_01T03729,NCU08382,NEUTE1DRAFT_72016
FGRAMPH1_01T03747,NCU01647,NEUTE1DRAFT_117339
FGRAMPH1_01T03745,NCU01648,NEUTE1DRAFT_122991
FGRAMPH1_01T03749,NCU06754,NEUTE1DRAFT_84103
FGRAMPH1_01T03751,NCU11158,NEUTE1DRAFT_84101
FGRAMPH1_01T03753,NCU11159,NEUTE1DRAFT_84097
FGRAMPH1_01T03757,NCU06751,NEUTE1DRAFT_138771
FGRAMPH1_01T03759,NCU06748,NEUTE1DRAFT_130548
FGRAMPH1_01T03763,NCU16552,NEUTE1DRAFT_84070
FGRAMPH1_01T03781,NCU01841,NEUTE1DRAFT_44921
FGRAMPH1_01T03783,NCU01842,NEUTE1DRAFT_84025
FGRAMPH1_01T03785,NCU01822,NEUTE1DRAFT_117412
FGRAMPH1_01T03787,NCU01675,NEUTE1DRAFT_65062
FGRAMPH1_01T03793,NCU08744,NEUTE1DRAFT_122775
FGRAMPH1_01T03797,NCU01608,NEUTE1DRAFT_130382
FGRAMPH1_01T03799,NCU03505,NEUTE1DRAFT_84766
FGRAMPH1_01T03809,NCU03351,NEUTE1DRAFT_102168
FGRAMPH1_01T03811,NCU06799,NEUTE1DRAFT_65511
FGRAMPH1_01T03829,NCU06809,NEUTE1DRAFT_123197
FGRAMPH1_01T03833,NCU05410,NEUTE1DRAFT_84346
FGRAMPH1_01T03835,NCU03543,NEUTE1DRAFT_123461
FGRAMPH1_01T03843,NCU03552,NEUTE1DRAFT_45266
FGRAMPH1_01T03845,NCU03551,NEUTE1DRAFT_147570
FGRAMPH1_01T03855,NCU08436,NEUTE1DRAFT_130190
FGRAMPH1_01T03857,NCU08435,NEUTE1DRAFT_64449
FGRAMPH1_01T03891,NCU09488,NEUTE1DRAFT_64288
FGRAMPH1_01T03911,NCU09571,NEUTE1DRAFT_147782
FGRAMPH1_01T03913,NCU09572,NEUTE1DRAFT_117692
FGRAMPH1_01T03921,NCU09270,NEUTE1DRAFT_66342
FGRAMPH1_01T03927,NCU05360,NEUTE1DRAFT_84402
FGRAMPH1_01T03937,NCU08736,NEUTE1DRAFT_146930
FGRAMPH1_01T03943,NCU05385,NEUTE1DRAFT_123273
FGRAMPH1_01T03955,NCU03336,NEUTE1DRAFT_123309
FGRAMPH1_01T03963,NCU08729,NEUTE1DRAFT_83242
FGRAMPH1_01T03965,NCU06771,NEUTE1DRAFT_130569
FGRAMPH1_01T03985,NCU05373,NEUTE1DRAFT_84392
FGRAMPH1_01T03991,NCU05417,NEUTE1DRAFT_123259
FGRAMPH1_01T03997,NCU05411,NEUTE1DRAFT_102079
FGRAMPH1_01T04011,NCU05420,NEUTE1DRAFT_84330
FGRAMPH1_01T04013,NCU03330,NEUTE1DRAFT_147410
FGRAMPH1_01T04017,NCU03544,NEUTE1DRAFT_43829
FGRAMPH1_01T04019,NCU03546,NEUTE1DRAFT_111475
FGRAMPH1_01T04029,NCU03344,NEUTE1DRAFT_123317
FGRAMPH1_01T04031,NCU03343,NEUTE1DRAFT_117522
FGRAMPH1_01T04035,NCU03342,NEUTE1DRAFT_65784
FGRAMPH1_01T04037,NCU03363,NEUTE1DRAFT_84510
FGRAMPH1_01T04039,NCU11245,NEUTE1DRAFT_44355
FGRAMPH1_01T04053,NCU08741,NEUTE1DRAFT_64543
FGRAMPH1_01T04055,NCU08742,NEUTE1DRAFT_122777
FGRAMPH1_01T04057,NCU08743,NEUTE1DRAFT_83214
FGRAMPH1_01T04063,NCU03334,NEUTE1DRAFT_123307
FGRAMPH1_01T04065,NCU03333,NEUTE1DRAFT_117516
FGRAMPH1_01T04115,NCU06826,NEUTE1DRAFT_123207
FGRAMPH1_01T04117,NCU09489,NEUTE1DRAFT_64286
FGRAMPH1_01T04119,NCU07981,NEUTE1DRAFT_39836
FGRAMPH1_01T04121,NCU07979,NEUTE1DRAFT_79624
FGRAMPH1_01T04131,NCU06782,NEUTE1DRAFT_84164
FGRAMPH1_01T04129,NCU05387,NEUTE1DRAFT_117501
FGRAMPH1_01T04147,NCU05900,NEUTE1DRAFT_68140
FGRAMPH1_01T04149,NCU05899,NEUTE1DRAFT_68137
FGRAMPH1_01T04159,NCU03514,NEUTE1DRAFT_102324
FGRAMPH1_01T04411,NCU06616,NEUTE1DRAFT_128461
FGRAMPH1_01T04429,NCU08192,NEUTE1DRAFT_101200
FGRAMPH1_01T04447,NCU11260,NEUTE1DRAFT_93925
FGRAMPH1_01T04449,NCU04646,NEUTE1DRAFT_58771
FGRAMPH1_01T04457,NCU04143,NEUTE1DRAFT_75445
FGRAMPH1_01T04465,NCU04112,NEUTE1DRAFT_75517
FGRAMPH1_01T04467,NCU11259,NEUTE1DRAFT_58445
FGRAMPH1_01T04469,NCU04111,NEUTE1DRAFT_143865
FGRAMPH1_01T04479,NCU03681,NEUTE1DRAFT_127913
FGRAMPH1_01T04481,NCU03679,NEUTE1DRAFT_116046
FGRAMPH1_01T04485,NCU03678,NEUTE1DRAFT_77126
FGRAMPH1_01T04491,NCU03690,NEUTE1DRAFT_58426
FGRAMPH1_01T04493,NCU03691,NEUTE1DRAFT_144484
FGRAMPH1_01T04517,NCU03694,NEUTE1DRAFT_77099
FGRAMPH1_01T04519,NCU03695,NEUTE1DRAFT_120252
FGRAMPH1_01T04521,NCU03696,NEUTE1DRAFT_58411
FGRAMPH1_01T04523,NCU03697,NEUTE1DRAFT_77092
FGRAMPH1_01T04529,NCU03702,NEUTE1DRAFT_116037
FGRAMPH1_01T04535,NCU04122,NEUTE1DRAFT_56808
FGRAMPH1_01T04539,NCU04125,NEUTE1DRAFT_56802
FGRAMPH1_01T04541,NCU03708,NEUTE1DRAFT_77072
FGRAMPH1_01T04545,NCU03699,NEUTE1DRAFT_120248
FGRAMPH1_01T04555,NCU06699,NEUTE1DRAFT_115789
FGRAMPH1_01T04559,NCU04117,NEUTE1DRAFT_107066
FGRAMPH1_01T04563,NCU04115,NEUTE1DRAFT_75510
FGRAMPH1_01T04565,NCU04114,NEUTE1DRAFT_35100
FGRAMPH1_01T04567,NCU04113,NEUTE1DRAFT_143863
FGRAMPH1_01T04569,NCU04119,NEUTE1DRAFT_75501
FGRAMPH1_01T04575,NCU04121,NEUTE1DRAFT_75495
FGRAMPH1_01T04579,NCU01310,NEUTE1DRAFT_57515
FGRAMPH1_01T04581,NCU01321,NEUTE1DRAFT_76176
FGRAMPH1_01T04585,NCU01464,NEUTE1DRAFT_56972
FGRAMPH1_01T04589,NCU01455,NEUTE1DRAFT_56949
FGRAMPH1_01T04595,NCU01322,NEUTE1DRAFT_144116
FGRAMPH1_01T04601,NCU01276,NEUTE1DRAFT_76279
FGRAMPH1_01T04603,NCU01277,NEUTE1DRAFT_57596
FGRAMPH1_01T04607,NCU01269,NEUTE1DRAFT_119929
FGRAMPH1_01T04611,NCU01323,NEUTE1DRAFT_57489
FGRAMPH1_01T04615,NCU01360,NEUTE1DRAFT_93733
FGRAMPH1_01T04617,NCU01358,NEUTE1DRAFT_107315
FGRAMPH1_01T04619,NCU01311,NEUTE1DRAFT_119886
FGRAMPH1_01T04629,NCU01317,NEUTE1DRAFT_115864
FGRAMPH1_01T04631,NCU01318,NEUTE1DRAFT_76183
FGRAMPH1_01T04633,NCU11050,NEUTE1DRAFT_79561
FGRAMPH1_01T04635,NCU08012,NEUTE1DRAFT_79701
FGRAMPH1_01T04637,NCU08009,NEUTE1DRAFT_79694
FGRAMPH1_01T04647,NCU08003,NEUTE1DRAFT_79678
FGRAMPH1_01T04649,NCU08004,NEUTE1DRAFT_61000
FGRAMPH1_01T04653,NCU08006,NEUTE1DRAFT_121301
FGRAMPH1_01T04657,NCU08021,NEUTE1DRAFT_121313
FGRAMPH1_01T04661,NCU07986,NEUTE1DRAFT_60954
FGRAMPH1_01T04663,NCU07987,NEUTE1DRAFT_60956
FGRAMPH1_01T04669,NCU07999,NEUTE1DRAFT_79667
FGRAMPH1_01T04687,NCU05299,NEUTE1DRAFT_61668
FGRAMPH1_01T04689,NCU16889,NEUTE1DRAFT_136910
FGRAMPH1_01T04691,NCU05300,NEUTE1DRAFT_136909
FGRAMPH1_01T04693,NCU06390,NEUTE1DRAFT_78995
FGRAMPH1_01T04695,NCU06367,NEUTE1DRAFT_79040
FGRAMPH1_01T04697,NCU16888,NEUTE1DRAFT_80310
FGRAMPH1_01T04699,NCU06365,NEUTE1DRAFT_145256
FGRAMPH1_01T04705,NCU05267,NEUTE1DRAFT_129153
FGRAMPH1_01T04707,NCU05268,NEUTE1DRAFT_121615
FGRAMPH1_01T04711,NCU05270,NEUTE1DRAFT_145803
FGRAMPH1_01T04719,NCU05274,NEUTE1DRAFT_80407
FGRAMPH1_01T04725,NCU05276,NEUTE1DRAFT_116694
FGRAMPH1_01T04727,NCU05279,NEUTE1DRAFT_61710
FGRAMPH1_01T04743,NCU16779,NEUTE1DRAFT_60074
FGRAMPH1_01T04749,NCU06349,NEUTE1DRAFT_79075
FGRAMPH1_01T04751,NCU06348,NEUTE1DRAFT_79077
FGRAMPH1_01T04753,NCU08295,NEUTE1DRAFT_78891
FGRAMPH1_01T04757,NCU08299,NEUTE1DRAFT_78879
FGRAMPH1_01T04763,NCU05314,NEUTE1DRAFT_145764
FGRAMPH1_01T04769,NCU07947,NEUTE1DRAFT_116265
